tau,bt,hh,RGIId,GLIMSId,CenLon,CenLat,O2Region,Area,Zmin,Zmax,Zmed,Slope,Aspect,Lmax,TermType,Surging,Linkages,Name,delz,Zela,abl_area,accu_area,hf_method,hf
7.873130915440917,-0.6664485165794066,32.05915172849031,RGI60-01.07437,G224956E57111N,-135.043701172,57.111473083,6,1.134,706,1238,851,15.0,256,2380,0,9,9,,532,800,0.4536,0.6803999999999999,hf_millan,5.247036419431065
46.50452110044328,-1.0634816753926701,21.071918696732038,RGI60-01.07438,G225040E57095N,-134.96,57.095,6,2.046,750,1002,924,8.0,73,2504,0,9,9,,252,900,0.8184,1.2275999999999998,hf_millan,49.456706013233195
93.5316751304988,-2.6019851657940665,50.58660866075837,RGI60-01.07445,G228422E56488N,-131.578,56.488,6,6.973,683,1644,1091,9.0,314,6116,0,9,9,,961,1050,2.7892,4.1838,hf_millan,243.36803122142769
19.987498573424055,-3.481130017452007,-24.636225304812815,RGI60-01.07446,G228408E56461N,-131.592,56.461,6,1.467,909,1614,1448,23.0,265,1965,0,9,9,,705,1400,0.5868000000000001,0.8802,hf_millan,69.57908125772565
47.307997673001566,-3.275523560209424,-72.41207491556126,RGI60-01.07461,G228452E56463N,-131.548,56.463,6,5.885,588,1659,1154,16.0,67,5629,0,9,9,,1071,1050,2.354,3.5309999999999997,hf_millan,154.95846096424924
39.78500907836231,-2.3892888307155324,22.835626252695253,RGI60-01.07462,G228419E56448N,-131.581,56.448,6,3.7,863,1608,1240,20.0,241,3272,0,9,9,,745,1200,1.4800000000000002,2.22,hf_millan,95.05787782084712
60.59494850151057,-2.155322862129145,21.04534800285778,RGI60-01.07463,G228446E56493N,-131.553863525,56.49269104,6,3.36,796,1675,1174,14.0,293,4308,0,9,9,,879,1100,1.344,2.016,hf_millan,130.6016778348439
55.27926987535435,-2.431828097731239,21.04534800285778,RGI60-01.07465,G228496E56493N,-131.504,56.493,6,3.022,857,1675,1262,14.0,3,3619,0,9,9,,818,1200,1.2088,1.8131999999999997,hf_millan,134.42968170495476
69.06512037104747,-1.6590314136125655,-21.684762765535744,RGI60-01.07469,G228397E56486N,-131.603,56.486,6,1.309,966,1477,1233,17.0,313,2086,0,9,9,,511,1200,0.5236,0.7854,hf_millan,114.58120428050087
44.50349553344859,-3.9774214659685865,-38.85338941905444,RGI60-01.07470,G228531E56466N,-131.468688965,56.466388702,6,12.392,639,1645,1313,12.0,48,6472,0,9,9,,1006,1200,4.9568,7.435199999999999,hf_millan,177.00915844537553
70.10556874142996,-1.6023123909249564,-27.760360278298595,RGI60-01.07471,G228502E56462N,-131.498,56.462,6,1.119,1174,1610,1454,18.0,203,683,0,9,9,,436,1400,0.4476,0.6714,hf_millan,112.33102146723452
25.444883961825767,-2.970658813263525,-23.02139429280751,RGI60-01.07484,G228839E56283N,-131.161,56.283,6,1.186,1131,1841,1578,24.0,235,1607,0,9,9,,710,1550,0.4744,0.7115999999999999,hf_millan,75.58806879366544
23.4265276499873,-3.466950261780105,-24.636225304812815,RGI60-01.07485,G228863E56286N,-131.137,56.286,6,2.062,961,1791,1502,23.0,67,1873,0,9,9,,830,1450,0.8248,1.2371999999999999,hf_millan,81.21860616872233
12.735419749456733,-3.218804537521815,-31.414424475196043,RGI60-01.07487,G228855E56337N,-131.145,56.337,6,1.037,746,1732,1321,29.0,16,2278,0,9,9,,986,1200,0.4148,0.6222,hf_millan,40.99282687679627
26.020160079125898,-2.644524432809773,-24.636225304812815,RGI60-01.07488,G228834E56424N,-131.166,56.424,6,1.239,1227,2022,1688,23.0,233,1821,0,9,9,,795,1600,0.49560000000000004,0.7434000000000001,hf_millan,68.81094907486991
24.09840420284498,-3.5591186736474696,-23.02139429280751,RGI60-01.07492,G228891E56337N,-131.109,56.337,6,1.175,748,1595,1306,24.0,286,2237,0,9,9,,847,1250,0.47000000000000003,0.705,hf_millan,85.76908040345023
50.5595951998004,-1.694480802792321,-24.636225304812815,RGI60-01.07494,G228801E56287N,-131.199,56.287,6,1.239,861,1659,1180,23.0,2,2348,0,9,9,,798,1100,0.49560000000000004,0.7434000000000001,hf_millan,85.67226346301256
45.87532276358977,-2.3963787085514836,139.0983764754631,RGI60-01.07496,G228822E56432N,-131.178,56.432,6,1.365,1162,1805,1563,19.0,256,1672,0,9,9,,643,1500,0.546,0.819,hf_millan,109.93464671859374
37.92214425225951,-1.793739092495637,-21.10021180134803,RGI60-01.07502,G228946E56298N,-131.054,56.298,6,1.001,1097,1759,1446,30.0,288,1068,0,9,9,,662,1350,0.4004,0.6005999999999999,hf_millan,68.0224326165366
53.99713318740467,-1.9142670157068062,24.91787011830534,RGI60-01.07505,G228846E56310N,-131.154,56.31,6,4.83,730,1854,1131,21.0,276,4591,0,9,9,,1124,1000,1.9320000000000002,2.898,hf_millan,103.36493100337609
25.187099985983092,-2.7650523560209423,21.798621144270015,RGI60-01.07507,G228841E56352N,-131.159,56.352,6,1.032,1060,1814,1530,27.0,8,1226,0,9,9,,754,1450,0.41280000000000006,0.6192,hf_millan,69.6436501575776
30.46671281031232,-2.332569808027923,-31.414424475196043,RGI60-01.07508,G228869E56336N,-131.131,56.336,6,1.006,1071,1718,1463,29.0,18,1186,0,9,9,,647,1400,0.40240000000000004,0.6036,hf_millan,71.06573445119207
22.4925125753315,-2.6019851657940665,21.798621144270015,RGI60-01.07509,G228843E56271N,-131.157,56.271,6,1.396,1083,1726,1527,27.0,247,1270,0,9,9,,643,1450,0.5584,0.8375999999999999,hf_millan,58.52518406244906
20.67698722829192,-3.06282722513089,21.798621144270015,RGI60-01.07522,G228856E56401N,-131.144,56.401,6,2.5,918,1987,1461,27.0,168,2927,0,9,9,,1069,1350,1.0,1.5,hf_millan,63.3300394164962
69.61120903837913,-1.6661212914485166,22.835626252695253,RGI60-01.07528,G228968E56312N,-131.032,56.312,6,1.302,815,1646,1158,20.0,274,2520,0,9,9,,831,1050,0.5208,0.7812,hf_millan,115.98071750231688
67.93798742742352,-1.694480802792321,-23.02139429280751,RGI60-01.07535,G228812E56390N,-131.188,56.39,6,1.398,911,1756,1298,24.0,268,2560,0,9,9,,845,1150,0.5592,0.8387999999999999,hf_millan,115.11961547611521
27.01954338346239,-3.1904450261780104,-24.636225304812815,RGI60-01.07536,G228993E56351N,-131.007,56.351,6,1.474,850,1712,1381,23.0,36,2469,0,9,9,,862,1300,0.5896,0.8844,hf_millan,86.20436779736856
29.182317095467653,-2.538176265270506,-157.51719580125183,RGI60-01.07537,G228982E56325N,-131.018,56.325,6,1.917,842,1731,1339,25.0,358,3059,0,9,9,,889,1200,0.7668,1.1502,hf_millan,74.06986461731373
36.29098180178688,-3.0273778359511345,24.91787011830534,RGI60-01.07538,G228924E56335N,-131.076,56.335,6,1.486,973,1748,1489,21.0,310,2044,0,9,9,,775,1400,0.5944,0.8916,hf_millan,109.86651395163557
72.71361906774641,-2.93520942408377,-21.684762765535744,RGI60-01.07540,G228957E56340N,-131.043,56.34,6,6.632,836,1777,1335,17.0,344,4869,0,9,9,,941,1250,2.6528,3.9791999999999996,hf_millan,213.42969994688656
71.04695904206602,-1.9213568935427574,21.04534800285778,RGI60-01.07545,G228946E56284N,-131.054,56.284,6,3.078,979,1648,1310,14.0,100,3306,0,9,9,,669,1250,1.2312,1.8467999999999998,hf_millan,136.5065645207235
35.388618543418765,-3.842713787085515,-72.41207491556126,RGI60-01.07550,G228889E56324N,-131.111,56.324,6,3.978,808,1624,1401,16.0,218,3478,0,9,9,,816,1350,1.5912000000000002,2.3868,hf_millan,135.9883323827054
24.11639516631508,-2.679973821989529,-21.10021180134803,RGI60-01.07551,G228854E56295N,-131.146,56.295,6,1.196,972,1857,1434,30.0,12,1666,0,9,9,,885,1350,0.4784,0.7175999999999999,hf_millan,64.63130772647922
19.32478358918239,-3.807264397905759,-157.51719580125183,RGI60-01.07553,G228884E56370N,-131.116,56.37,6,1.384,863,1738,1482,25.0,294,1949,0,9,9,,875,1400,0.5536,0.8303999999999999,hf_millan,73.57456055632758
26.38915400138284,-2.4034685863874343,76.95544884813263,RGI60-01.07555,G228906E56390N,-131.094,56.39,6,3.026,1161,1969,1596,28.0,271,1535,0,9,9,,808,1500,1.2104,1.8155999999999999,hf_millan,63.42550266366391
51.0914152116805,-2.431828097731239,24.91787011830534,RGI60-01.07556,G228834E56409N,-131.166,56.409,6,4.505,907,2100,1371,21.0,274,5258,0,9,9,,1193,1250,1.802,2.703,hf_millan,124.24553906461787
27.21022525564422,-5.558464223385689,21.04534800285778,RGI60-01.07558,G228656E56420N,-131.344,56.42,6,6.626,666,1752,1526,14.0,265,3540,0,9,9,,1086,1450,2.6504000000000003,3.9756,hf_millan,151.24706359376412
58.72305565605454,-2.5098167539267013,-72.41207491556126,RGI60-01.07562,G228657E56443N,-131.343,56.443,6,2.955,996,1692,1419,16.0,296,3426,0,9,9,,696,1350,1.1820000000000002,1.773,hf_millan,147.38410892733583
33.59181999023854,-2.7012434554973823,-27.760360278298595,RGI60-01.07563,G228632E56404N,-131.368,56.404,6,1.433,1069,1749,1501,18.0,243,2041,0,9,9,,680,1450,0.5732,0.8598,hf_millan,90.739683906878
88.569638642163,-1.425065445026178,21.04534800285778,RGI60-01.07564,G228667E56455N,-131.333,56.455,6,1.288,1199,1686,1431,14.0,298,1821,0,9,9,,487,1400,0.5152,0.7728,hf_millan,126.21753150740177
48.914778037324695,-2.226221640488656,-2355.321213031299,RGI60-01.07569,G228684E56438N,-131.316,56.438,6,1.173,1136,1741,1491,22.0,34,1267,0,9,9,,605,1450,0.46920000000000006,0.7038,hf_millan,108.89513740639147
59.72816905328648,-0.8436954624781849,49.61759183262852,RGI60-01.07581,G225018E57108N,-134.982,57.108,6,2.069,631,992,806,13.0,18,2634,0,9,9,,361,750,0.8276,1.2413999999999998,hf_millan,50.39238521238775
1.045391293512027,-1.0705715532286213,-157.51719580125183,RGI60-01.07584,G224999E57123N,-135.001,57.123,6,1.027,1099,1418,1280,25.0,353,1130,0,9,9,,319,1250,0.4108,0.6162,hf_millan,1.1191661808268483
13.859660572631315,-1.1698298429319371,49.61759183262852,RGI60-01.07589,G224977E57128N,-135.023,57.128,6,1.305,485,940,710,13.0,3,2463,0,9,9,,455,650,0.522,0.7829999999999999,hf_millan,16.213444550771253
93.97627824766053,-1.2549083769633507,-27.760360278298595,RGI60-01.07600,G228516E56511N,-131.484,56.511,6,1.423,1223,1609,1452,18.0,11,1223,0,9,9,,386,1400,0.5692,0.8538,hf_millan,117.9316188088279
129.6384219041378,-0.8224258289703316,-27.760360278298595,RGI60-01.07601,G228536E56499N,-131.464,56.499,6,1.161,1234,1605,1401,18.0,64,1412,0,9,9,,371,1350,0.46440000000000003,0.6966,hf_millan,106.61798660091611
0.08170366338772427,-1.7157504363001745,-24.636225304812815,RGI60-01.07622,G224948E57128N,-135.052,57.128,6,1.302,958,1450,1239,23.0,301,1302,0,9,9,,492,1200,0.5208,0.7812,hf_millan,0.1401830961048105
192.12454120140129,-0.6239092495636999,-20.847880707451914,RGI60-01.07628,G228607E56510N,-131.393,56.51,6,1.249,1262,1582,1387,11.0,135,1325,0,9,9,,320,1350,0.49960000000000004,0.7494000000000001,hf_millan,119.8682783237364
97.15999230032592,-1.2478184991273997,-38.85338941905444,RGI60-01.07631,G227939E56647N,-132.061,56.647,6,1.129,1124,1413,1339,12.0,347,1483,0,9,9,,289,1300,0.4516,0.6774,hf_millan,121.2380357674224
71.1782701348005,-1.8717277486910995,49.61759183262852,RGI60-01.07636,G228423E56521N,-131.577,56.521,6,1.919,986,1693,1336,13.0,153,3112,0,9,9,,707,1250,0.7676000000000001,1.1514,hf_millan,133.22634331513706
40.476026795100424,-2.0277050610820244,-157.51719580125183,RGI60-01.07648,G228433E56554N,-131.567,56.554,6,1.267,764,1722,1115,25.0,342,2503,0,9,9,,958,1050,0.5068,0.7601999999999999,hf_millan,82.07344438491677
31.783893517196475,-2.679973821989529,-157.51719580125183,RGI60-01.07651,G228352E56538N,-131.648,56.538,6,1.474,872,1816,1346,25.0,318,2287,0,9,9,,944,1250,0.5896,0.8844,hf_millan,85.18000258698925
23.421822575062663,-3.254253926701571,76.95544884813263,RGI60-01.07654,G228338E56533N,-131.662,56.533,6,1.343,891,1884,1456,28.0,321,1843,0,9,9,,993,1350,0.5372,0.8058,hf_millan,76.22055808540517
23.721996821641678,-2.6303446771378707,-23.02139429280751,RGI60-01.07658,G228305E56526N,-131.695,56.526,6,3.521,1079,1868,1502,24.0,347,1158,0,9,9,,789,1450,1.4084,2.1126,hf_millan,62.39702807088668
1.554209242364228,-3.6158376963350785,-27.760360278298595,RGI60-01.07681,G224939E57200N,-135.061,57.2,6,2.108,690,1493,1288,18.0,348,2541,0,9,9,,803,1200,0.8432000000000001,1.2648,hf_millan,5.619768366532957
51.598109764405606,-0.6522687609075044,-72.41207491556126,RGI60-01.07683,G224938E57181N,-135.062,57.181,6,1.109,1008,1373,1144,16.0,58,1245,0,9,9,,365,1100,0.4436,0.6654,hf_millan,33.65583512119825
1.3838130456032325,-0.9925828970331588,22.835626252695253,RGI60-01.07897,G225321E56678N,-134.679,56.678,6,1.258,660,1131,856,20.0,24,1648,0,9,9,,471,800,0.5032,0.7548,hf_millan,1.3735491617571352
7.280253219262445,-1.9213568935427574,-21.684762765535744,RGI60-01.07982,G206709E57379N,-153.291290283,57.378593445,3,2.913,629,1271,962,17.0,319,2547,0,9,9,Koniag Glacier,642,900,1.1652,1.7477999999999998,hf_millan,13.98796470956675
13.283521328371844,-2.7083333333333335,-38.85338941905444,RGI60-01.07987,G206688E57371N,-153.312,57.371,3,3.512,568,1290,974,12.0,348,3781,0,9,9,,722,950,1.4048,2.1071999999999997,hf_millan,35.976203597673745
1.8563036933253076,-3.4031413612565444,-27.760360278298595,RGI60-01.07988,G206664E57359N,-153.336,57.359,3,1.019,570,1289,1127,18.0,297,1645,0,9,9,,719,1050,0.40759999999999996,0.6113999999999999,hf_millan,6.317263877808639
2.876619981383448,-0.9854930191972077,-21.684762765535744,RGI60-01.07998,G206792E57419N,-153.208,57.419,3,1.33,711,1214,901,17.0,43,2207,0,9,9,,503,850,0.532,0.798,hf_millan,2.8348889105365895
66.78523909254159,-1.8220986038394416,-72.41207491556126,RGI60-01.08097,G193325E53649N,-166.675,53.649,3,1.109,593,1058,913,16.0,30,1509,0,9,9,,465,850,0.4436,0.6654,hf_millan,121.68929090760332
219.86896843014074,-0.7231675392670157,-20.847880707451914,RGI60-01.08098,G193306E53642N,-166.694,53.642,3,1.424,798,1098,919,11.0,215,1442,0,9,9,,300,900,0.5696,0.8543999999999999,hf_millan,159.00210086080205
55.05884505394327,-2.056064572425829,32.05915172849031,RGI60-01.08112,G193113E53897N,-166.887,53.897,3,5.529,660,1726,1046,15.0,77,3735,0,9,9,,1066,950,2.2116000000000002,3.3173999999999997,hf_millan,113.20454071409584
19.59659041738709,-5.74989092495637,-27.760360278298595,RGI60-01.08113,G193090E53874N,-166.91,53.874,3,3.159,439,1785,1374,18.0,156,4926,0,9,9,,1346,1250,1.2636,1.8953999999999998,hf_millan,112.67825740102099
56.85628592820576,-2.531086387434555,-72.41207491556126,RGI60-01.08114,G193071E53864N,-166.929,53.864,3,3.612,843,1770,1256,16.0,176,3050,0,9,9,,927,1200,1.4448,2.1672,hf_millan,143.90817135296842
48.73292241265224,-1.4179755671902268,-27.760360278298595,RGI60-01.08115,G193118E53883N,-166.882,53.883,3,2.851,800,1554,1094,18.0,115,3098,0,9,9,,754,1000,1.1404,1.7106,hf_millan,69.10209329891788
32.09204965886769,-3.2046247818499127,-2355.321213031299,RGI60-01.08116,G193042E53902N,-166.958,53.902,3,1.575,848,1747,1387,22.0,333,2617,0,9,9,,899,1300,0.63,0.945,hf_millan,102.84297763716543
43.26882170952785,-2.651614310645724,-72.41207491556126,RGI60-01.08117,G193060E53903N,-166.94,53.903,3,1.491,876,1757,1391,16.0,24,3108,0,9,9,,881,1250,0.5964,0.8946000000000001,hf_millan,114.73222684976244
41.91656032630664,-2.467277486910995,-21.684762765535744,RGI60-01.08118,G193023E53891N,-166.976867676,53.891464233,3,1.426,702,1709,1344,17.0,340,3365,0,9,9,,1007,1050,0.5704,0.8555999999999999,hf_millan,103.41978562184295
40.53224085563862,-3.424410994764398,49.61759183262852,RGI60-01.08119,G193073E53899N,-166.927,53.899,3,4.156,867,1809,1529,13.0,16,3994,0,9,9,,942,1350,1.6623999999999999,2.4936,hf_millan,138.79905122848763
101.82637969021957,-0.9216841186736474,21.04534800285778,RGI60-01.08120,G193104E53905N,-166.896,53.905,3,1.237,870,1664,1093,14.0,65,2934,0,9,9,,794,1000,0.4948000000000001,0.7422000000000001,hf_millan,93.85175702250821
89.39821562317971,-1.1485602094240837,21.04534800285778,RGI60-01.08121,G193092E53906N,-166.908,53.906,3,1.894,938,1634,1172,14.0,34,2558,0,9,9,,696,1100,0.7576,1.1363999999999999,hf_millan,102.67923325829868
98.10139270289302,-0.9145942408376964,139.0983764754631,RGI60-01.08132,G203111E57034N,-156.889,57.034,3,2.11,471,983,645,19.0,342,2020,0,9,9,,512,600,0.844,1.2659999999999998,hf_millan,89.72296878422317
22.760076513336866,-3.4102312390924956,-23.02139429280751,RGI60-01.08141,G203188E57133N,-156.812,57.133,3,2.51,269,1305,875,24.0,344,2642,0,9,9,,1036,750,1.004,1.5059999999999998,hf_millan,77.61712392991679
13.761884843318853,-3.885253054101222,-24.636225304812815,RGI60-01.08150,G203215E57138N,-156.785,57.138,3,3.132,202,1268,826,23.0,329,2854,0,9,9,,1066,750,1.2528000000000001,1.8792,hf_millan,53.46840511769389
36.38164982370932,-2.481457242582897,139.0983764754631,RGI60-01.08155,G203240E57127N,-156.76,57.127,3,5.261,350,1139,792,19.0,91,4276,0,9,9,,789,700,2.1044,3.1566,hf_millan,90.27950845215827
56.29513344655734,-1.5385034904013961,-27.760360278298595,RGI60-01.08159,G203000E57125N,-157.000335693,57.124851227,3,3.554,533,2034,922,18.0,228,5322,0,9,9,,1501,750,1.4216,2.1323999999999996,hf_millan,86.61025930014084
30.023027886334894,-2.1056937172774868,-23.02139429280751,RGI60-01.08161,G202979E57134N,-157.021,57.134,3,1.397,953,1897,1344,24.0,298,2087,0,9,9,,944,1250,0.5588000000000001,0.8382,hf_millan,63.21930119390217
21.05069818873524,-2.5239965095986037,27.339119410029944,RGI60-01.08163,G203034E57142N,-156.966,57.142,3,1.402,794,2074,1270,26.0,48,2648,0,9,9,,1280,1150,0.5608,0.8412,hf_millan,53.13188875298139
16.338485559282137,-2.545266143106457,-2355.321213031299,RGI60-01.08164,G203016E57115N,-156.984,57.115,3,1.67,791,1957,1243,22.0,179,2868,0,9,9,,1166,1150,0.668,1.002,hf_millan,41.58579412367459
15.002090226703853,-3.5023996509598603,21.798621144270015,RGI60-01.08166,G202992E57140N,-157.008,57.14,3,1.398,856,2093,1443,27.0,331,2537,0,9,9,,1237,1350,0.5592,0.8387999999999999,hf_millan,52.543315573675905
18.396256451149533,-2.963568935427574,76.95544884813263,RGI60-01.08169,G202999E57144N,-157.001,57.144,3,1.063,782,2024,1321,28.0,333,2452,0,9,9,,1242,1200,0.4252,0.6377999999999999,hf_millan,54.518574146785866
22.006563827035496,-2.2404013961605584,-2355.321213031299,RGI60-01.08170,G203028E57119N,-156.972,57.119,3,1.661,884,2107,1292,22.0,151,2850,0,9,9,,1223,1200,0.6644000000000001,0.9965999999999999,hf_millan,49.30353632278677
21.702366459248477,-2.3821989528795813,21.798621144270015,RGI60-01.08172,G203013E57145N,-156.987,57.145,3,1.791,614,2029,1084,27.0,351,3100,0,9,9,,1415,950,0.7164,1.0746,hf_millan,51.69935465423067
47.36483473203843,-4.055410122164049,-20.847880707451914,RGI60-01.08174,G203466E57237N,-156.534,57.237,3,14.099,228,1266,867,11.0,97,8832,0,9,9,,1038,800,5.639600000000001,8.4594,hf_millan,192.08383020693597
20.938706925211868,-4.076679755671902,139.0983764754631,RGI60-01.08175,G203474E57260N,-156.526,57.26,3,2.35,75,1060,716,19.0,347,2307,0,9,9,,985,650,0.9400000000000001,1.41,hf_millan,85.36040263195828
16.36050141210083,-3.842713787085515,-2355.321213031299,RGI60-01.08176,G203288E57216N,-156.712,57.216,3,2.843,258,1401,947,22.0,44,3368,0,9,9,,1143,800,1.1372,1.7058,hf_millan,62.86872433991189
13.274058970482399,-4.225567190226876,27.339119410029944,RGI60-01.08177,G203421E57242N,-156.579,57.242,3,1.374,154,1166,850,26.0,312,2262,0,9,9,,1012,750,0.5496000000000001,0.8244,hf_millan,56.09042806680716
40.07753046736132,-1.6590314136125655,-27.760360278298595,RGI60-01.08179,G203262E57191N,-156.738,57.191,3,1.102,766,1378,1038,18.0,174,1950,0,9,9,,612,1000,0.4408000000000001,0.6612,hf_millan,66.48988202536711
25.639015576461183,-1.8362783595113439,-23.02139429280751,RGI60-01.08180,G203247E57192N,-156.753,57.192,3,1.03,741,1478,1054,24.0,239,1711,0,9,9,,737,1000,0.41200000000000003,0.618,hf_millan,47.08036946222993
30.207863908635797,-4.069589877835951,-38.85338941905444,RGI60-01.08183,G203464E57213N,-156.536,57.213,3,10.622,126,1156,792,12.0,125,6284,0,9,9,,1030,700,4.2488,6.3732,hf_millan,122.9336171936302
27.661060209447836,-4.31064572425829,21.04534800285778,RGI60-01.08193,G203279E57188N,-156.721,57.188,3,6.04,292,1403,986,14.0,193,5429,0,9,9,,1111,900,2.4160000000000004,3.6239999999999997,hf_millan,119.23703092030743
28.082434568774293,-3.0982766143106457,27.339119410029944,RGI60-01.08197,G203325E57210N,-156.675,57.21,3,4.56,163,1442,734,26.0,7,4762,0,9,9,,1279,600,1.8239999999999998,2.7359999999999998,hf_millan,87.00715029734225
29.03897427397008,-3.169175392670157,-27.760360278298595,RGI60-01.08198,G203236E57207N,-156.764,57.207,3,3.737,453,1425,1024,18.0,252,3769,0,9,9,,972,900,1.4948000000000001,2.2422,hf_millan,92.02960269744771
15.649412138548053,-3.5094895287958114,27.339119410029944,RGI60-01.08199,G203272E57223N,-156.728,57.223,3,2.006,305,1420,885,26.0,28,3066,0,9,9,,1115,800,0.8024,1.2035999999999998,hf_millan,54.92144803204446
21.170826333755578,-3.3393324607329844,22.835626252695253,RGI60-01.08200,G203237E57223N,-156.763,57.223,3,2.633,379,1412,954,20.0,328,3194,0,9,9,,1033,850,1.0532000000000001,1.5797999999999999,hf_millan,70.69642759685068
26.20515028204525,-3.2967931937172774,-72.41207491556126,RGI60-01.08202,G203411E57201N,-156.589,57.201,3,5.354,335,1210,872,16.0,223,4318,0,9,9,,875,800,2.1416,3.2124,hf_millan,86.39296109018517
38.71125951152335,-2.793411867364747,-21.684762765535744,RGI60-01.08203,G203344E57194N,-156.656,57.194,3,2.002,506,1208,956,17.0,206,3131,0,9,9,,702,900,0.8008,1.2011999999999998,hf_millan,108.13649172012578
18.796320471721376,-4.119219022687609,-27.760360278298595,RGI60-01.08204,G203393E57224N,-156.607,57.224,3,4.502,219,1236,868,18.0,330,3514,0,9,9,,1017,800,1.8008,2.7011999999999996,hf_millan,77.42616084364724
77.08211953028193,-1.425065445026178,49.61759183262852,RGI60-01.08207,G202797E57022N,-157.203,57.022,3,1.806,749,1214,988,13.0,16,2114,0,9,9,,465,950,0.7224,1.0836,hf_millan,109.84706497198225
58.86159613634024,-1.6448516579406631,21.04534800285778,RGI60-01.08237,G201380E56527N,-158.62,56.527,3,1.771,668,1134,953,14.0,216,2293,0,9,9,,466,900,0.7084,1.0626,hf_millan,96.81859399389297
32.644491912335745,-3.0273778359511345,49.61759183262852,RGI60-01.08246,G200051E55969N,-159.949,55.969,3,11.147,523,1520,1057,13.0,14,4541,0,9,9,,997,950,4.4588,6.6882,hf_millan,98.8272112812913
28.53161297587736,-3.282613438045375,-72.41207491556126,RGI60-01.08247,G200010E55950N,-159.99,55.95,3,4.66,537,1529,1076,16.0,317,4621,0,9,9,,992,1000,1.864,2.796,hf_millan,93.65825616372481
26.290329238774095,-3.3109729493891797,21.04534800285778,RGI60-01.08248,G200027E55928N,-159.973,55.928,3,5.094,533,1538,1081,14.0,149,4028,0,9,9,,1005,1000,2.0376000000000003,3.0564,hf_millan,87.04656894011646
26.797295387271582,-2.2829406631762654,22.835626252695253,RGI60-01.08249,G200057E55946N,-159.943,55.946,3,1.943,728,1520,1137,20.0,138,2515,0,9,9,,792,1050,0.7772000000000001,1.1658,hf_millan,61.17663530274807
27.347097993249598,-2.538176265270506,-21.684762765535744,RGI60-01.08251,G200050E55936N,-159.95,55.936,3,2.2,692,1549,1172,17.0,155,2955,0,9,9,,857,1050,0.8800000000000001,1.32,hf_millan,69.41175505049281
14.045468055051154,-2.68706369982548,22.835626252695253,RGI60-01.08253,G200076E55951N,-159.924,55.951,3,1.319,771,1433,1216,20.0,179,2248,0,9,9,,662,1150,0.5276,0.7914,hf_millan,37.74106735778634
41.42285983806753,-1.6732111692844678,-27.760360278298595,RGI60-01.08255,G200004E55923N,-159.996,55.923,3,1.289,864,1403,1146,18.0,191,1697,0,9,9,,539,1100,0.5156,0.7734,hf_millan,69.30919174475959
20.30255885393072,-2.9139397905759163,24.91787011830534,RGI60-01.08258,G200407E56035N,-159.593,56.035,3,2.12,539,1402,1069,21.0,343,2624,0,9,9,,863,950,0.8480000000000001,1.272,hf_millan,59.16043409497809
16.019228637429407,-2.056064572425829,-157.51719580125183,RGI60-01.08261,G200425E56027N,-159.575,56.027,3,1.045,660,1389,1000,25.0,98,1467,0,9,9,,729,950,0.418,0.6269999999999999,hf_millan,32.93656847900789
38.32040789721093,-3.211714659685864,-72.41207491556126,RGI60-01.08262,G200142E55990N,-159.858,55.99,3,5.827,447,1360,948,16.0,316,3915,0,9,9,,913,900,2.3308,3.4962,hf_millan,123.07421580861428
16.34477923473636,-4.303555846422339,-2355.321213031299,RGI60-01.08264,G200230E56017N,-159.77,56.017,3,3.662,643,1869,1356,22.0,61,3053,0,9,9,,1226,1250,1.4648,2.1972,hf_millan,70.3406702341321
15.982657963321243,-5.388307155322862,22.835626252695253,RGI60-01.08268,G200181E56016N,-159.819,56.016,3,4.482,440,1858,1344,20.0,309,4872,0,9,9,,1418,1200,1.7928000000000002,2.6892,hf_millan,86.11947026484178
16.714312662912054,-4.1263089005235605,139.0983764754631,RGI60-01.08269,G200199E56028N,-159.801,56.028,3,3.573,568,1866,1252,19.0,341,3493,0,9,9,,1298,1150,1.4292,2.1437999999999997,hf_millan,68.96841710710765
19.833225824778562,-2.93520942408377,-2355.321213031299,RGI60-01.08270,G200207E55997N,-159.793,55.997,3,2.252,786,1808,1302,22.0,179,2247,0,9,9,,1022,1200,0.9007999999999999,1.3511999999999997,hf_millan,58.21467135087164
26.997113944741155,-2.864310645724258,139.0983764754631,RGI60-01.08271,G200249E56011N,-159.751,56.011,3,1.856,646,1664,1162,19.0,77,3167,0,9,9,,1018,1050,0.7424000000000001,1.1136,hf_millan,77.32812087575292
18.9637679616163,-3.325152705061082,22.835626252695253,RGI60-01.08272,G200224E55999N,-159.776,55.999,3,1.67,731,1832,1366,20.0,182,3478,0,9,9,,1101,1200,0.668,1.002,hf_millan,63.05742433571912
44.32509902327919,-1.3825261780104712,24.91787011830534,RGI60-01.08273,G200212E56036N,-159.788,56.036,3,1.009,755,1505,1012,21.0,354,2119,0,9,9,,750,950,0.40359999999999996,0.6053999999999999,hf_millan,61.28060974258985
70.1433477696026,-1.3399869109947644,49.61759183262852,RGI60-01.08276,G200110E55985N,-159.89,55.985,3,2.823,661,1191,920,13.0,325,2674,0,9,9,,530,850,1.1292,1.6938,hf_millan,93.99116790462128
