RGIId,Name,Area,hf,bt,tau,feq,Zmin,Zmax,Zela,Lmax,linear_feq,etcw_feq,gwi_feq
RGI60-01.16727,,106.135,217.50352644133804,-4.3390052356020945,50.127509562950905,0.4197790100346984,488,1807,1100,27597,0.42600252968665103,0.20336244582507632,0.16799355011944514
RGI60-01.16728,,3.795,63.16450289125037,-4.473712914485166,14.119033585443946,0.8253226347466658,719,1757,1350,3805,0.8277793778699545,0.5862863262029687,0.6188854346705774
RGI60-01.16729,,1.194,60.83112174869554,-3.2329842931937174,18.815780168422425,0.7672370396029784,1894,2623,2350,2130,0.7705072045772915,0.47907004404098796,0.5101885114516709
RGI60-01.16730,,7.501,70.03473758755236,-4.835296684118673,14.484062129543876,0.8208067690299883,2018,3573,2700,4536,0.8233267652477814,0.576923827505475,0.6097926794393369
RGI60-01.16731,,2.216,74.66643166358706,-1.7370200698080278,42.98535921455361,0.48718844608821493,2405,3452,2650,2792,0.49328772991634334,0.2367155018691873,0.2091446691428255
RGI60-01.16732,,25.59,137.10165115638748,-4.076679755671902,33.6307140548966,0.5883771642686513,1775,3037,2350,9468,0.593816326402247,0.2951552327164132,0.2867428814421008
RGI60-01.16733,,2.482,67.4379843248515,-2.261671029668412,29.817769003628577,0.6329919813946462,2181,3037,2500,4028,0.6379830873793214,0.3273391010629969,0.3296379619098058
RGI60-01.16739,,2.814,81.13679299752782,-2.4105584642233855,33.65891937562602,0.5880531919399576,1910,2992,2250,3947,0.5934955634148649,0.2949407729735879,0.2864544296040586
RGI60-01.16741,,3.914,58.83914268002616,-1.6306719022687608,36.0827598722729,0.5605953267161536,1070,1832,1300,3179,0.5662688750970721,0.27754938963779024,0.2630580415270149
RGI60-01.16743,,1.812,92.70669855946244,-1.3116273996509598,70.6806663112808,0.2740934561204883,1365,1814,1550,2272,0.27963270823814734,0.1355220504806731,0.0967689331429571
RGI60-01.16744,,31.757,281.88171297584614,-3.466950261780105,81.30538129817704,0.22197449194708807,961,2213,1450,13193,0.22693543804294092,0.11120305570521088,0.07537245742528119
RGI60-01.16745,,4.994,97.9164220629821,-2.2474912739965096,43.566986531105066,0.4813618419288578,1183,1937,1500,4259,0.4874825605663595,0.23371952101349963,0.20531269000629682
RGI60-01.16748,,16.31,181.11604101584018,-3.4173211169284468,52.99942113096785,0.3952355356974596,968,2080,1450,8619,0.40143679324871673,0.19172346289883016,0.15452476747358912
RGI60-01.16754,,2.349,115.68620964018756,-1.793739092495637,64.49444633513163,0.31102555192528836,1347,1833,1600,2592,0.3168659627270509,0.1526059736573614,0.1130546330696311
RGI60-01.16755,,3.363,73.15635729516086,-1.9709860383944153,37.1166288700628,0.5491287564317735,1522,2259,1800,3356,0.5548871431002093,0.27069737328854493,0.25386445710880656
RGI60-01.16756,,5.794,95.88518007732068,-2.6090750436300176,36.750640925956354,0.5531702700517265,1182,2419,1550,6520,0.5588997280002895,0.27308793369390855,0.25706843708717825
RGI60-01.16757,,93.23,219.36130284615373,-5.508835078534031,39.81990742487947,0.5199060573552412,1073,3597,1850,24612,0.5258516954792385,0.2541126680142757,0.23179891995007992
RGI60-01.16770,,1.677,78.26234044847226,-2.2829406631762654,34.281373016320764,0.58092871867877,1178,2080,1500,2612,0.5864350283335416,0.2902809383578377,0.2801858509291806
RGI60-01.16789,,21.594,153.04074121531013,-3.481130017452007,43.962948941311716,0.47742879200859784,1209,2378,1700,9292,0.4835618143229607,0.23171151215828575,0.2027579959393148
RGI60-01.16790,,1.68,69.31802043344338,-2.43891797556719,28.421628413855498,0.649677876026098,1506,2271,1850,2836,0.6544800681389479,0.34099870312112157,0.3474794673717836
RGI60-01.16793,,11.27,95.84426261160593,-4.991273996509599,19.202364502255314,0.7624603906869605,1646,3343,2350,6746,0.7657969672178615,0.4715569141400831,0.502106303737235
RGI60-01.16803,,1.688,70.67706887994458,-1.588132635253054,44.503253261767306,0.47210620639533407,1826,2494,2050,1782,0.47825717557442954,0.22901363064049116,0.19934171580559626
RGI60-01.16811,,1.3,58.93406798329332,-1.0493019197207678,56.16502445642757,0.3698576464502711,1852,2238,2000,2343,0.3759969681388048,0.1798460245361571,0.1413081286401079
RGI60-01.16815,,1.22,67.64111740646386,-1.7228403141361257,39.26139692196649,0.5258501064426622,2007,2899,2250,2859,0.5317612931426854,0.25739533358231276,0.23613780961752795
RGI60-01.16816,,15.448,87.84363765262744,-5.047993019197207,17.401695548817813,0.7847180022311908,1438,2915,2150,7854,0.7877442562735968,0.5082472756886136,0.5409112956898628
RGI60-01.16829,,3.548,60.947303983889974,-8.146269633507853,7.481621248233291,0.9074389419649612,1351,3010,2500,5012,0.9087407216777329,0.7758272654882427,0.7953072958529435
RGI60-01.16834,,2.281,65.89019232190404,-1.9922556719022688,33.073160865437515,0.594801101233462,2269,3077,2550,2556,0.6001810403171172,0.2994605975227967,0.29252769843828486
RGI60-01.16835,,6.906,119.01923621496222,-3.5023996509598603,33.98219737212001,0.5843469664284605,1906,3098,2400,7366,0.5898226458472033,0.29250265384826074,0.28317532522609556
RGI60-01.16836,,1.298,42.27015933931529,-2.8784904013961605,14.684835953878082,0.8183229750517782,1944,2836,2350,2778,0.820878059472822,0.5718435374103437,0.604833070636354
RGI60-01.16837,,1.521,45.430097159079914,-2.5523560209424083,17.799279092070286,0.7798019751988375,2140,3003,2500,2318,0.7828970832585822,0.49977201190961285,0.532090586817698
RGI60-01.16838,,4.686,133.25205483780744,-2.545266143106457,52.35289645395409,0.40063337732530346,1291,2030,1650,4744,0.4068423595357416,0.19426798100815335,0.15742633537786616
RGI60-01.16841,,3.124,92.67675887946794,-2.261671029668412,40.977117212778495,0.5077512757603238,1281,2071,1600,3838,0.5137609186961779,0.2475249893544157,0.22314741443887456
RGI60-01.16847,,9.581,122.76806184078696,-3.8214441535776613,32.126090793673036,0.6057961276852288,1461,2480,2000,5928,0.611069875847407,0.30706436566521733,0.30271959695029155
RGI60-01.16851,,1.005,43.950133521632864,-2.1907722513089003,20.061479916670656,0.7518502458567594,1891,2571,2200,1273,0.7553337125572005,0.4555527360851572,0.4846343550379291
RGI60-01.16852,,2.806,69.76708534952144,-2.8075916230366493,24.849442054561482,0.6929833796494043,1854,2804,2250,3130,0.6972549255471228,0.38204027562148624,0.3992384044396801
RGI60-01.16853,,7.33,122.77416956220046,-4.204297556719022,29.202064769652456,0.6403306905460285,1907,3139,2500,5994,0.6452395730629559,0.33322025122957527,0.33735305905171586
RGI60-01.16855,,9.034,110.26260221888437,-3.4740401396160556,31.739012155187815,0.6103186957487006,1710,2962,2200,5974,0.6155475860195867,0.3102843834593623,0.30702273368130306
RGI60-01.16856,,3.428,71.38386858758227,-2.1056937172774868,33.900404413931845,0.5852834566379151,2253,3081,2550,2273,0.5907500948891888,0.29311549056726843,0.28399999021093936
RGI60-01.16859,,1.066,41.803843930830915,-3.6867364746945896,11.338983466208813,0.8597164675505136,2430,3219,2950,1455,0.8616894855460159,0.6622447024777461,0.6908526174273071
RGI60-01.16861,,1.937,97.19548576993493,-2.1269633507853403,45.69683146352633,0.46053029904977905,1600,2317,1900,2294,0.4667109563059676,0.22321049116916733,0.1920656978959166
RGI60-01.16866,,4.12,95.8440452381695,-2.6657940663176265,35.95328178165049,0.5620420961700497,1174,1907,1550,3727,0.567704444677165,0.27842969730073014,0.26424106647711315
RGI60-01.16867,,9.593,67.6599341121146,-4.027050610820244,16.801361753517515,0.7921421402774926,982,1893,1550,5596,0.7950645508231093,0.5214506240777638,0.5544968237044983
