RGIId,Name,Area,hf,bt,tau,feq,Zmin,Zmax,Zela,Lmax,linear_feq,etcw_feq,gwi_feq
RGI60-01.01497,,2.662,108.69817998008881,-1.8220986038394416,59.65548722283473,0.3438468570220397,1043,1651,1300,3094,0.3498808032451182,0.1677741931539676,0.12843398789108373
RGI60-01.01502,,6.753,131.53133938325306,-4.19011780104712,31.390845228834156,0.6144002612610115,459,2073,1050,9494,0.6195877229102136,0.3132393182503809,0.31096362286877977
RGI60-01.01506,,2.957,163.2342281288581,-2.2404013961605584,72.8593672582946,0.26231383228627514,934,1536,1250,2557,0.2677391463820593,0.13005417439879718,0.09177999528815116
RGI60-01.01510,,2.494,72.66442832483271,-4.197207678883071,17.31256442001212,0.7858201784210992,758,1788,1350,2463,0.7888310129776902,0.5101766715444186,0.5429081570892356
RGI60-01.01511,,1.307,63.23205759452799,-2.7721422338568935,22.809817195618045,0.7179852542882794,759,1500,1150,1616,0.7219287217227295,0.4103558786610339,0.4332064931615826
RGI60-01.01512,,4.665,109.83250647049344,-3.3464223385689356,32.82087416302099,0.5977199909723325,628,1641,1100,3022,0.6030727211738868,0.3014496485813341,0.2951970982557652
RGI60-01.01513,Willison Glacier,81.626,338.35536471798775,-5.338678010471204,63.378117963724826,0.31827658723055297,847,2322,1600,17375,0.3241656947496768,0.1559550800418658,0.1163747518529566
RGI60-01.01514,Unknown Glacier,91.099,311.0912342615356,-8.507853403141361,36.56518507320203,0.5552256428618509,0,2062,1200,28942,0.5609394614717428,0.2743134736560274,0.25871279404617475
RGI60-01.01515,,33.297,251.75596993655878,-2.5594458987783595,98.3634661145694,0.1612365480262804,989,2085,1350,14328,0.16528397551006552,0.08229243751624288,0.05242599647877642
RGI60-01.01516,,3.361,119.67797390956281,-1.6094022687609075,74.36175295173648,0.25453695881323957,1273,1971,1500,3675,0.2598816205700837,0.12643638691651848,0.0885370740828417
RGI60-01.01517,,1.218,130.32709475732167,-2.3467495636998255,55.53515243946666,0.37476941175030937,1119,1671,1450,1503,0.3809234802256982,0.18213518610329926,0.14381330631722503
RGI60-01.01518,Battle Glacier,11.977,258.0577580222577,-8.011561954624781,32.210667468319386,0.6048101195707278,270,1875,1400,9272,0.6100937748696965,0.3063698170916852,0.3017902222274758
RGI60-01.01519,Eagle Glacier,40.504,299.0599397309892,-6.182373472949389,48.37299801435619,0.43549630182005294,178,1938,1050,12730,0.44171538646992053,0.21092608210092495,0.1770095575042308
RGI60-01.01520,Field Glacier,192.91,376.5806846368879,-10.039267015706805,37.51077484518675,0.5447983585074518,84,2287,1500,33120,0.5505884322851737,0.26816501257526937,0.2504746962725846
RGI60-01.01521,Tulsequah Glacier,148.734,501.2854960824194,-9.904559336823734,50.6115899794463,0.41553936036463446,103,2283,1500,36041,0.4217605834059006,0.20133779126653997,0.16561513879030745
RGI60-01.01522,Llewellyn Glacier,297.757,496.7072528270895,-6.848821989528796,72.52447991589038,0.2640852902876092,684,2347,1650,37584,0.269528228834799,0.13087724493852165,0.09252423475570846
RGI60-01.01523,,49.403,307.17590026008907,-5.81369982547993,52.83656010477479,0.3965883314958162,830,2209,1650,15114,0.40279104171467883,0.19236009093603157,0.15524870192264945
RGI60-01.01524,Meade Glacier,461.384,417.7395761654981,-8.833987783595113,47.28776928368054,0.4454938048369518,104,2297,1350,43084,0.45170098145740367,0.21579244307942433,0.1829154006892979
RGI60-01.01525,Echo Glacier,18.123,292.0487382260807,-3.0911867364746946,94.47786986791488,0.1730478617873023,864,1586,1300,8879,0.17729399177656632,0.08797539320122569,0.056736936712252016
RGI60-01.01538,,1.016,65.76695030847702,-0.581369982547993,113.12409013660738,0.12466098782591245,818,1150,900,1180,0.12802357961380492,0.06447082950362411,0.03950232942173187
RGI60-01.01542,,1.486,35.40285039249027,-2.0277050610820244,17.45956602465577,0.7840024052693788,714,1348,1000,1495,0.787038920467139,0.5070004394754455,0.5396186773810269
RGI60-01.01546,Grinnell Glacier,6.078,125.42914344761121,-3.3322425828970332,37.641060135112916,0.5433720329147679,330,1874,800,6008,0.5491708259035974,0.26733632477121266,0.24936735384238226
RGI60-01.01549,,1.433,65.30013195631876,-1.3045375218150088,50.056154663505886,0.42040748390956256,816,1354,1000,1824,0.42663015686315114,0.20366250929491628,0.16834776263383056
RGI60-01.01558,,1.479,83.07286808124177,-1.531413612565445,54.24587283253736,0.38503576690154706,734,1348,950,2369,0.39121535357625686,0.18693329845175596,0.14912998330133898
RGI60-01.01559,,1.251,47.6392081963568,-2.2545811518324608,21.12995939739715,0.738667552596278,782,1410,1100,2255,0.7423318275534562,0.43693480833982695,0.4638411409991591
RGI60-01.01560,,3.87,78.3726641001105,-1.7795593368237348,44.04048939441085,0.47666179345160864,649,1463,900,3895,0.48279842783251986,0.23132197676431077,0.20226308563099932
RGI60-01.01569,,1.311,62.327948129774654,-0.9713132635253054,64.16873986005324,0.3131218230810169,963,1284,1100,1189,0.31897738406934184,0.15357464358028206,0.11401030512216738
RGI60-01.01572,,1.325,50.45748992324779,-2.864310645724258,17.61592793664645,0.7820689827260829,646,1316,1050,2119,0.7851322951466521,0.5036538941920308,0.5361407405931516
RGI60-01.01573,,2.809,87.55630045557574,-2.0347949389179756,43.02954503225507,0.48674375001170705,613,1390,900,3744,0.49284509258057213,0.23648607286574025,0.20885025469652593
RGI60-01.01582,,1.918,69.28382057406112,-2.3892888307155324,28.99767482414939,0.6427739314422499,613,1731,950,3422,0.6476555036736131,0.3352216023418964,0.33996710902455995
RGI60-01.01589,,2.757,76.18730614791251,-1.4746945898778359,51.66310819260813,0.4064737830547054,792,1276,1000,2513,0.4126897485985715,0.19703037804953805,0.16060364911836794
RGI60-01.01595,,1.345,46.566657788051444,-2.2900305410122166,20.334513865246755,0.7484800392486968,727,1510,1050,2110,0.7520098523541392,0.4506621074536018,0.47922259486592056
RGI60-01.01602,,4.242,114.6356136636096,-3.4031413612565444,33.685234168845284,0.5877510226128279,670,1582,1150,3832,0.5931961013443842,0.2947408215799342,0.28618558856786747
RGI60-01.01605,,1.082,72.55355620339935,-0.9713132635253054,74.69635073248347,0.25284225814556593,863,1191,1000,1498,0.2581683973457027,0.1256468640480887,0.0878355323258382
RGI60-01.01606,Shiels Glacier,2.629,69.17300199660355,-1.9780759162303665,34.96984186958154,0.5731062906384438,571,1422,850,3514,0.5786793792190236,0.2852880757492649,0.27346638834015763
RGI60-01.01607,McCune Glacier,9.649,70.81453217468481,-5.402486910994765,13.107765616343839,0.8378335624610463,238,1708,1000,5810,0.8401143131011078,0.6130272684922878,0.6445507241646328
RGI60-01.01614,,1.203,49.254401147122245,-1.5172338568935428,32.46328898036065,0.6018697480135624,936,1547,1150,1368,0.60718238350086,0.3043136795352783,0.2990369377669497
RGI60-01.01615,,1.499,63.839816873938126,-3.495309773123909,18.26442318927336,0.7740515611537745,807,1664,1300,1899,0.7772267911117695,0.4901272841776049,0.5219517533046212
RGI60-01.01623,,4.46,71.24539803655331,-2.956479057591623,24.098056048667065,0.7021764633963075,683,1554,1100,5173,0.7063292632983417,0.3920052515614333,0.4113547374658776
RGI60-01.01625,,2.233,65.50793794512745,-2.0773342059336826,31.534616701545204,0.6127132867094639,807,1392,1100,3653,0.6179183225588775,0.3120124256710947,0.30932820444700215
RGI60-01.01632,,2.834,57.55509158486565,-2.1056937172774868,27.33307845895096,0.6627913934846923,703,1772,1000,3454,0.6674389098575643,0.35250316086873784,0.3622812284508019
RGI60-01.01633,,1.004,46.44820339813709,-1.2549083769633507,37.01322283825475,0.5502686581154914,1073,1585,1250,1598,0.5560190336524219,0.2713690422698135,0.25476420625610247
RGI60-01.01637,,2.718,64.0254711935577,-2.5169066317626525,25.43815904236347,0.6857975150929262,595,1368,950,2303,0.6901607984594771,0.37458562550707786,0.3900576398142734
RGI60-01.01641,,1.35,43.18381615121034,-1.219458987783595,35.412274282137425,0.568112404797536,678,1148,850,1601,0.5737258991336986,0.282163838901674,0.26926278437437745
RGI60-01.01644,,2.189,61.68399560657702,-1.744109947643979,35.36703387874285,0.5686218375888673,854,1441,1100,2336,0.574230673004314,0.2824800705878289,0.2696884384869568
RGI60-01.01647,,2.783,66.67198474648507,-2.6728839441535777,24.94383824345134,0.691830122558057,573,1370,950,3244,0.6961166430071003,0.3808246979018775,0.39774814280249166
RGI60-01.01648,,11.497,126.77737768991129,-4.601330715532286,27.55232899516669,0.6601434947279684,401,1592,1050,6182,0.6648219110951765,0.35012091414986535,0.359234369984547
RGI60-01.01649,,3.919,89.78592521969283,-2.9422993019197206,30.51556487170135,0.6247156549419264,385,1369,800,4731,0.6297962624711265,0.32092737692114265,0.3211747751103694
RGI60-01.01651,,1.844,85.5305054079694,-2.0986038394415356,40.75590819024239,0.5100577411673692,754,1447,1050,2555,0.5160556447079295,0.2487626940796635,0.22476683474511527
RGI60-01.01652,,1.388,61.00721602977493,-1.892997382198953,32.22783961745759,0.6046100203848861,733,1479,1000,2171,0.609895357193247,0.30622902185918754,0.301601908412384
RGI60-01.01654,,1.311,58.694436068973,-1.4463350785340314,40.58149244949807,0.5118820135888015,696,1342,900,1959,0.5178704497801143,0.24974561430141057,0.2260549755657324
RGI60-01.01655,,1.081,61.122762305338064,-1.4959642233856894,40.85843855744363,0.5089876867025553,889,1526,1100,2292,0.5149908256178106,0.24818767249564128,0.22401419902345235
RGI60-01.01658,,1.808,47.177080499729634,-2.006435427574171,23.512882523594527,0.7093507763112437,1017,1585,1300,1138,0.7134092974307105,0.40013535210260937,0.4211089190550837
RGI60-01.01661,,1.181,72.2809787328731,-1.6519415357766143,43.75516758157679,0.47948925473694787,1217,1716,1450,2301,0.48561607828199904,0.23276210281136772,0.20409319779150437
RGI60-01.01663,,1.534,57.10273028429989,-0.8436954624781849,67.681684711889,0.29132978858497033,1181,1671,1300,1640,0.2970212444173029,0.14350395419738846,0.10424395577236732
RGI60-01.01664,,1.174,52.630000465994776,-1.1202006980802792,46.98265280158132,0.4483425800479884,892,1337,1050,1785,0.45454622257065214,0.2171886356955466,0.18462396702536205
RGI60-01.01666,,4.243,61.92211909133738,-3.7930846422338567,16.325003244554452,0.7980338733422778,415,1600,950,4650,0.8008737900570064,0.532274441635221,0.5655009224037821
RGI60-01.01670,,3.755,74.94593616003117,-2.7296029668411865,27.456716991615018,0.6612978114082652,815,1604,1200,2991,0.6659637083025659,0.3511560625284102,0.3605591985789922
RGI60-01.01671,,2.138,65.91872390832187,-2.0347949389179756,32.39575774813695,0.6026550745228101,863,1580,1150,2188,0.6079593233393971,0.3048602966870012,0.2997694483474248
RGI60-01.01673,,1.445,66.5313050610338,-1.3116273996509598,50.72424156337281,0.41455873472347,915,1429,1100,1636,0.4207797859498662,0.20087065936715875,0.16506829229888637
RGI60-01.01675,,1.15,31.26894648645415,-1.7228403141361257,18.14964871084594,0.7754703672392395,1107,1621,1350,1113,0.778626002023915,0.492480146972563,0.5244353534440461
RGI60-01.01681,,2.417,90.27015654512313,-2.6090750436300176,34.59852822766258,0.5773175179307338,632,1306,1000,2672,0.582853971020789,0.2879599141621992,0.277062718303998
RGI60-01.01682,,3.876,80.51229688853225,-3.4598603839441537,23.27038896198183,0.7123271747496904,262,1521,750,4478,0.7163465568403246,0.40360360576195503,0.4252344589959855
RGI60-01.01683,,1.684,55.28499814263469,-1.7299301919720769,31.957935874632714,0.6077588325566944,756,1455,1000,2220,0.6130139402936026,0.30845527662292044,0.30457914568902267
RGI60-01.01684,,3.631,58.31957541465877,-3.3535122164048867,17.390595784732202,0.7848552578161003,627,1613,1100,3471,0.7878798119745904,0.5084870520852309,0.5411596708653863
RGI60-01.01687,,1.322,49.21115120268951,-1.6023123909249564,30.712582316287094,0.6223871658732317,674,1423,900,2496,0.6274922941472569,0.31916345083020253,0.3188377101375064
RGI60-01.01690,,5.518,82.98228706921834,-3.2967931937172774,25.170607373055212,0.6890612651664331,585,1502,1050,3448,0.6933831033009334,0.3779362982095284,0.3941965108516962
RGI60-01.01692,,2.776,80.30412135009838,-1.6235820244328099,49.4610805870139,0.4256841616163271,721,1371,950,3356,0.43190755446244317,0.20619250987260768,0.17134347741253778
RGI60-01.01698,,1.023,52.39133531765638,-0.7231675392670157,72.44702295509407,0.26449701516354496,998,1326,1100,1580,0.269944063195415,0.13106852229805707,0.0926975202944657
RGI60-01.01701,,1.274,65.83199974309262,-0.9854930191972077,66.80108175369931,0.2966258024490056,811,1292,950,2090,0.3023596485018204,0.14595264467899124,0.10658401261919591
RGI60-01.01703,,1.982,65.39917541549262,-2.048974694589878,31.91800054347811,0.6082254096749947,811,1353,1100,2554,0.6134764733295915,0.3087876688655341,0.3050231306777611
RGI60-01.01704,,2.597,56.013674546609444,-3.069917102966841,18.245989278497618,0.7742794301410405,617,2190,1050,4273,0.7774516177049836,0.49050402565191537,0.5223498735526066
RGI60-01.01705,,1.353,44.646568972117265,-3.6654668411867366,12.180322700085435,0.8493076147145481,733,1957,1250,2657,0.8514269168885271,0.6384895041751697,0.6686328877819179
RGI60-01.01706,,3.408,76.95649298659846,-2.3113001745200696,33.295758740025235,0.5922319298567714,674,1627,1000,4059,0.5976357014958704,0.2977270346378133,0.2901994333200515
RGI60-01.01707,,1.02,57.95374388247653,-0.9145942408376964,63.36552461711924,0.31835945922299136,921,1229,1050,971,0.32424853047091384,0.15599302782074456,0.11641280975377342
RGI60-01.01708,,3.731,103.48822160666617,-1.9142670157068062,54.06153935555074,0.3865270944123554,1130,1619,1400,3102,0.39271062736400164,0.1876324535474099,0.1499117732584485
RGI60-01.01709,,5.262,112.89949495469119,-1.6023123909249564,70.46035192270993,0.2753186990822425,1074,1593,1300,3566,0.2808694134649643,0.13609015200435703,0.09729333799828015
RGI60-01.01711,,4.965,106.69960553718435,-4.941644851657941,21.591921058711094,0.7329738066876111,453,1605,1150,6622,0.7367159179803724,0.4293083118127588,0.4551690494957543
RGI60-01.01712,,1.43,50.62883990234588,-0.9854930191972077,51.37412332315518,0.4089456590007013,961,1468,1100,1977,0.4151633428444738,0.19820217476887209,0.16196029733234837
RGI60-01.01713,,4.703,83.22639328593668,-2.3113001745200696,36.00847445235807,0.5614250939835318,824,1592,1150,3986,0.5670921066986745,0.278053759360007,0.2637358668483448
RGI60-01.01717,,1.797,83.567909681858,-1.1202006980802792,74.60083699739768,0.2533246577335351,1192,1627,1350,2459,0.2586561726511406,0.12587168592151335,0.08803505855682131
RGI60-01.01721,,2.284,86.41136237410383,-2.0986038394415356,41.17564294416756,0.5056882393550296,1004,1704,1300,3631,0.5117080873799102,0.2464224997649089,0.22170750584782745
RGI60-01.01723,,1.729,57.080940809529984,-1.8717277486910995,30.496390754182453,0.6249424667685818,886,1630,1150,2240,0.6300203965709017,0.32109998659958033,0.32140336987349966
RGI60-01.01724,,1.297,55.196014452996096,-2.5523560209424083,21.625515406199497,0.7325599123154256,990,1621,1350,2302,0.7363075045967216,0.42876328308148504,0.45454575790980767
RGI60-01.01731,Woodworth Glacier,167.667,369.0350716614494,-6.104384816753926,60.45409697118143,0.3381768053142164,139,2175,1000,26066,0.34418204558880694,0.1651508243458401,0.12571097650384955
RGI60-01.01732,,1.199,51.071467855481714,-1.1981893542757418,42.62387048694186,0.4908391703472134,1181,1730,1350,1274,0.4969242363981343,0.23860687648819542,0.21157536002681046
RGI60-01.01733,Schwan Glacier,119.101,366.7067392202423,-4.892015706806283,74.9602538499706,0.2515150458451155,110,2235,800,25282,0.2568266334618865,0.1250283651042786,0.08728743085174555
RGI60-01.01734,Heney Glacier,65.511,259.1871142278424,-6.224912739965096,41.63706786824705,0.5009186573488562,72,2033,950,18947,0.5069606626562254,0.2438895300227325,0.2184090511049811
RGI60-01.01735,,24.925,168.45237170230325,-5.12598167539267,32.862460767458586,0.5972383342196004,227,1692,950,10130,0.6025949804710197,0.30111969102293645,0.2947546690583648
RGI60-01.01738,,1.191,58.524384914768575,-1.7015706806282722,34.394330826833226,0.5796410715081282,910,1427,1150,2075,0.5851577106287109,0.289449949890088,0.27906795925395744
RGI60-01.01739,,2.212,87.16683298451511,-2.474367364746946,35.22792703557569,0.5701899964341811,851,1537,1200,2467,0.5757863608341263,0.2834575573049086,0.27100346385481655
RGI60-01.01741,Scott Glacier,141.058,385.83743802428626,-4.856566317626527,79.44654984405742,0.23017494149679515,115,1897,800,25514,0.23523922514494394,0.1150537261428231,0.07862698213574773
RGI60-01.01743,Sherman Glacier,45.165,275.35313063701335,-2.7225130890052354,101.13932298397991,0.15341317482046862,116,1664,500,14520,0.15732263452891165,0.07850954190753638,0.04960828005211998
RGI60-01.01745,Saddlebag Glacier,8.81,117.54058996674323,-4.346095113438046,27.04510299448116,0.6662740599404031,87,1247,700,6096,0.670879606246649,0.35568349514002906,0.36633413932449743
RGI60-01.01747,,3.133,100.73836534638652,-2.6232547993019195,38.40205128880132,0.535092295368032,830,1850,1200,4715,0.5409462319440381,0.2625871251955304,0.2430320055882952
RGI60-01.01753,Tasnuna Glacier,26.388,201.64921170401388,-5.154341186736475,39.1222087165887,0.5273391854349591,373,1636,1100,13874,0.533241626182144,0.25822451444990535,0.2372363138375709
RGI60-01.01755,,1.973,58.046041228198256,-1.6306719022687608,35.59639504883757,0.5660419775084018,870,1398,1100,2289,0.5716724266569112,0.2808827041725566,0.26753936309731613
RGI60-01.01756,,6.295,92.6817858291467,-3.8285340314136125,24.208165597766865,0.7008278893777494,410,1516,950,5448,0.7049977624796642,0.3905120447380031,0.4095505961080255
RGI60-01.01757,,1.544,54.42428444102155,-1.056391797556719,51.51903353177961,0.40770429511816375,951,1456,1100,1948,0.41392102774068074,0.19761339910174083,0.1612780586121117
RGI60-01.01758,,2.3,73.13039868433448,-1.2832678883071553,56.987632395918276,0.36354444948677106,869,1421,1050,2526,0.36966164917573,0.17690850335982405,0.13812350011619975
RGI60-01.01760,Childs Glacier,94.16,331.2609070124689,-4.99836387434555,66.2738678775846,0.2998491193224374,45,1766,750,19547,0.3056077434938024,0.14744234643024745,0.10801851869259173
RGI60-01.01761,,1.748,68.65321812738817,-2.694153577661431,25.48229570007671,0.6852594397915408,370,1151,750,2898,0.6896294777003871,0.3740387101190303,0.38938016845674983
RGI60-01.01763,,1.612,74.21083419888677,-1.7653795811518325,42.036757981797585,0.4968161746617275,851,1309,1100,1644,0.502877051357926,0.24172867241830956,0.2156057341373586
RGI60-01.01764,Goodwin Glacier,17.604,196.21016663198031,-1.7228403141361257,113.88761048952172,0.12307138792625966,107,1548,350,10009,0.12640161909174444,0.06368788621110315,0.03895469570667005
RGI60-01.01769,Fickett Glacier,1.83,66.8187776191891,-2.332569808027923,28.645992668352854,0.6469857710167922,121,1216,450,3138,0.6518197084430161,0.3387243660582186,0.34452788481757063
RGI60-01.01771,,1.595,46.824401105160256,-2.162412739965096,21.65377600666377,0.7322117493865843,395,1189,700,1970,0.735963891832687,0.42830576485362976,0.4540221830189797
RGI60-01.01773,,2.65,76.54753812769374,-4.161758289703316,18.39307638722831,0.77246128506698,363,1712,950,4098,0.7756586577262088,0.48751095791921184,0.5191821332263294
RGI60-01.01775,,4.046,112.79324221376525,-1.9142670157068062,58.922418496626776,0.349142478794626,530,1225,800,4877,0.35520123791054276,0.17022628384228902,0.13100334491310572
RGI60-01.01778,Shephard Glacier,6.439,117.23146080952105,-1.9709860383944153,59.47858509693907,0.34511677581223055,772,1503,1050,4874,0.35115730787702587,0.16836229439254832,0.1290479127408918
RGI60-01.01780,,1.941,49.56559912276999,-2.6728839441535777,18.543865038055714,0.7705975283889256,523,1358,900,2860,0.7738210072505172,0.48447268080616607,0.5159552301458271
RGI60-01.01783,,2.499,67.39507038329764,-1.6235820244328099,41.51011120417015,0.5022274008026765,571,1358,800,3076,0.5082627545076446,0.24458199188410001,0.21930973944643906
RGI60-01.01786,,2.138,56.55688873149995,-2.857220767888307,19.794371288047017,0.7551482052729565,447,1297,850,3233,0.7585863090098041,0.4604277555577542,0.4899944156704211
RGI60-01.01788,,1.644,66.4624750674982,-1.2903577661431065,51.507013644870966,0.40780712093127597,868,1405,1050,1976,0.4140243747379051,0.1976624032553846,0.16133460472249864
RGI60-01.01791,,5.289,93.82352638692068,-6.146924083769633,15.263491969040702,0.8111645370328798,133,1688,1000,5685,0.8138199217418126,0.5574840855432969,0.5907099848972268
RGI60-01.01794,,4.592,100.91828216208884,-5.50174520069808,18.342958185210758,0.7730807815794264,474,1607,1250,5278,0.7762699493315606,0.4885277120372666,0.5202594308740066
RGI60-01.01795,,1.969,62.280378928086115,-2.226221640488656,27.97582136269934,0.6550382467777748,786,1566,1100,2534,0.6597776343024064,0.34561417895335156,0.35344383606164653
RGI60-01.01796,Allen Glacier,189.244,441.49581157871376,-4.494982547993019,98.2196942624035,0.16165525318549967,66,1848,700,30187,0.16571060388670916,0.0824948909337025,0.05257780012036934
RGI60-01.01797,,1.612,43.434322392085505,-2.268760907504363,19.144512869742304,0.7631751271311313,980,1754,1300,2196,0.7665017957312172,0.4726687991514842,0.5033071007831398
RGI60-01.01802,,2.033,74.36862966585514,-2.162412739965096,34.39150551205851,0.5796732583607443,1045,1802,1350,2820,0.5851890925396854,0.2894704122559063,0.27909570834348
RGI60-01.01803,,11.985,122.99309416534408,-4.353184991273997,28.25358775514594,0.6516966685745403,636,1769,1250,6107,0.6564749867623625,0.34272311501015157,0.34971193284436325
RGI60-01.01807,,4.857,82.30255969491424,-3.5591186736474696,23.124421308089907,0.7141196911844242,598,1646,1100,4324,0.71811484908603,0.4057197882105004,0.42774147272589785
RGI60-01.01808,,13.959,121.85042165742561,-5.047993019197207,24.13838949341569,0.7016824236490035,338,1719,1050,7286,0.7058417862099311,0.39145708975001026,0.41069282573791577
RGI60-01.01809,,1.763,98.8083918578578,-1.106020942408377,89.33681820047735,0.19038325030084527,1394,1759,1550,2704,0.19490238620012434,0.0962596845162102,0.0631925013583668
RGI60-01.01810,,4.534,114.85260148768437,-1.9638961605584642,58.48201335401779,0.35236619261581115,923,1739,1200,4105,0.35843862099712903,0.17171982888229123,0.1325799477996966
RGI60-01.01811,,4.572,48.08861373859313,-5.8207897033158815,8.261527419758677,0.8977901054376788,579,1848,1400,3722,0.8992275807351964,0.752529115258736,0.7740069775759731
RGI60-01.01816,,1.082,53.22384630660733,-1.4534249563699826,36.61960397290626,0.5546220139337075,945,1436,1150,1156,0.5603406257275773,0.27395292462308124,0.2582288521392149
RGI60-01.01819,,2.496,76.49042347605153,-1.8433682373472948,41.49492322061778,0.5023841488776088,1140,1731,1400,2705,0.5084192074699352,0.2446652978230024,0.21941794661041153
RGI60-01.01820,,1.057,55.1766843984977,-1.892997382198953,29.147786952775967,0.640979182569451,933,1445,1200,1744,0.6458806109504033,0.3337491953661829,0.33804458346217314
RGI60-01.01821,Wortmanns Glacier,49.911,221.53991065591796,-4.693499127399651,47.20143855202082,0.4462981597537862,338,2027,1000,16071,0.45250472165278555,0.21618642358151613,0.18339673413829774
RGI60-01.01822,,3.351,72.72115320955062,-3.807264397905759,19.10063121687896,0.7637172889877069,663,1741,1200,3456,0.7670365044237145,0.4735151231560193,0.5042199951346873
RGI60-01.01826,,1.412,51.298828992210915,-2.226221640488656,23.043001675678084,0.715119823114861,786,1547,1100,2306,0.7191014284622622,0.40690966907807474,0.42914768700271627
RGI60-01.01828,,9.383,152.94792694920392,-2.8714005235602094,53.26596749364868,0.39303153324229106,645,1764,1050,7917,0.3992287341070719,0.1906864092077902,0.1533493653783039
RGI60-01.01833,,1.552,66.30784754501818,-1.6164921465968587,41.01959151772784,0.5073093405698801,1172,1770,1400,2079,0.5133219071458375,0.24728883726119558,0.22283846005981955
RGI60-01.01834,,2.92,75.90429910347368,-2.68706369982548,28.24804603940112,0.6517632810937664,821,1733,1200,3655,0.656541398135164,0.34278056615569885,0.34978603949173015
RGI60-01.01835,Bench Glacier,8.09,120.71684034461255,-2.6090750436300176,46.26805987790166,0.45507953902211273,932,1791,1300,7091,0.46127042489469017,0.22050628255861585,0.18871024109361786
RGI60-01.01836,Heiden Glacier,4.078,139.64388015330744,-1.9780759162303665,70.59581435045617,0.2745645932488508,1071,1648,1350,4437,0.2801083634348159,0.13574057205486878,0.0969704791257581
RGI60-01.01837,Deserted Glacier,33.751,227.0953732054712,-4.473712914485166,50.762169487937584,0.41422908310383744,569,1984,1200,15855,0.4204506608565141,0.20071403874931634,0.16488486811483063
RGI60-01.01839,Marshall Glacier,10.259,127.00755114708818,-3.856893542757417,32.93001212999164,0.5964563815467588,706,1741,1250,7741,0.6018211703064178,0.3005861280646805,0.29403838047022457
RGI60-01.01853,Cordova Glacier,34.734,254.32404139940473,-7.068608202443281,35.97936596789974,0.5617504463723604,203,2098,1200,14971,0.5674147016123735,0.27825176636220256,0.2640020721093783
RGI60-01.01854,Sheridan Glacier,92.229,385.61254072580704,-5.678992146596858,67.90158020501678,0.2900242823465167,49,1886,850,25369,0.2957040722439749,0.14289956528701375,0.1036700866358847
RGI60-01.01861,,1.373,107.79693975556386,-0.6806282722513088,158.37858071779,0.06261093933802853,1554,1870,1650,1708,0.06454398567107339,0.033297910911177134,0.01895159336828081
RGI60-01.01866,,1.082,106.18653466139578,-3.105366492146597,34.19452580876981,0.5819198291039105,1612,2363,2050,1846,0.5874164349712143,0.2909220898477572,0.2810490235721072
RGI60-01.01875,,1.028,68.36152099763433,-2.6232547993019195,26.059809750782186,0.6782279495514495,1680,2429,2050,1701,0.6826864082757093,0.3670314803020147,0.3806526145350141
RGI60-01.01877,,1.397,113.87601284206926,-1.106020942408377,102.96008735069931,0.14854014873925697,1494,2409,1650,3249,0.15236181139006424,0.07614584058693141,0.04786823209294662
RGI60-01.01880,,2.215,131.66633296032572,-2.261671029668412,58.216394530034535,0.35432593874104146,1631,2451,1950,3381,0.36040731207715215,0.17262881931682683,0.13354335537775
RGI60-01.01882,,1.053,116.04531807190853,-0.8224258289703316,141.10125677496782,0.08012470435672603,1534,2244,1650,2787,0.08249907434584858,0.04223500587174209,0.024582941158429628
RGI60-01.01888,,1.554,132.6333674208447,-1.900087260034904,69.80382965064892,0.27900779390426955,1582,2401,1850,3070,0.28459309452292814,0.13780031721379155,0.0988787667502392
RGI60-01.01890,,6.746,155.00662639072402,-2.9777486910994764,52.05497255495084,0.4031455589823815,1380,2495,1800,5264,0.40935803468586807,0.19545514106296247,0.15878822048635652
RGI60-01.01891,,2.209,100.40320066227825,-1.9851657940663177,50.576733168778404,0.41584324511526716,1670,2392,1950,2559,0.4220648241623418,0.2014827919957275,0.1657849145022648
RGI60-01.01893,,2.165,139.81724427659512,-1.7299301919720769,80.82247764992584,0.2240704403191826,1606,2291,1850,3856,0.22905827093672973,0.11218828036597267,0.0762005189835872
RGI60-01.01908,,2.233,118.41424468276456,-1.9780759162303665,59.863346856993964,0.342361181377338,1571,2409,1850,3300,0.3483875051756647,0.16708644090998442,0.12771764889208187
RGI60-01.01911,Pangnik Glacier,3.169,178.4566056690035,-1.2761780104712042,139.83676587807042,0.08164469141417419,1620,2599,1800,4625,0.08405556085016294,0.04300485496371361,0.02507783054070273
RGI60-01.01920,,1.085,0.8803773549453252,-0.7018979057591623,1.254281210588771,0.984482294402009,1801,2555,1900,2157,0.9847005381053326,0.9624120038391106,0.9656805252372473
RGI60-01.01921,Chamberlin Glacier,1.651,0.4683393549537334,-2.5169066317626525,0.1860773653831345,0.9976978896358418,1595,2701,1950,2689,0.9977302669145066,0.9944236784885204,0.9949085760112161
RGI60-01.01924,,1.67,112.77995610904719,-1.99934554973822,56.408436312479246,0.36797761755081254,1618,2500,1900,2985,0.37411103351203234,0.17897089565720162,0.1403557229434808
RGI60-01.01927,,1.946,97.57574546643804,-2.5948952879581153,37.60296067407751,0.543788871395043,1534,2350,1900,2668,0.5495850634288175,0.2675781621850842,0.249690471500707
