case,RGIId,Name,Area,bt,hf,tau,feq,feq_linear,feq_gwi,feq_etcw,Zmin,Zmax,Zela,Lmax,aar,hyps_ela,hyps_aar
0.6,RGI60-01.16038,,1.165,-1.7299301919720769,45.384301564373715,26.234758937085637,0.6761013389362985,0.6805858005325095,0.3775494539984322,0.36476490710398596,1856,2579,2100.0,1805,,,
0.6,RGI60-01.16065,,1.078,-2.1836823734729496,56.17573224616187,25.72523043120939,0.6822995178209245,0.6867073314399508,0.3851998141946688,0.3708770790136193,1992,2732,2300.0,2095,,,
0.6,RGI60-01.16066,,2.505,-1.800828970331588,58.561544237699636,32.51921487409027,0.6012197700713833,0.6065390867691078,0.2975353710442539,0.30343372158911613,1996,2739,2250.0,2570,,,
0.6,RGI60-01.16076,,5.501,-2.75087260034904,83.01405726254727,30.17735436094502,0.6287214536400814,0.6337582716858123,0.3244878604121242,0.32366510357284417,1812,2962,2200.0,6082,,,
0.6,RGI60-01.16081,,1.066,-1.1272905759162304,55.75232600097584,49.45692547430542,0.4257212286788907,0.4319437299874608,0.16973234817460228,0.20521615325012418,1991,2393,2150.0,1305,,,
0.6,RGI60-01.16103,,3.284,-2.219131762652705,87.44421581271314,39.40469749672913,0.5243202467482504,0.5302403359533453,0.23373838655526163,0.25585002694130893,1287,2051,1600.0,3559,,,
0.6,RGI60-01.16110,,41.61,-7.068608202443281,135.30930810382327,19.142284340650438,0.7632026604094106,0.7665288628560264,0.5031997945994223,0.47267501909509013,1553,3666,2550.0,15389,,,
0.6,RGI60-01.16115,,2.999,-7.196226003490401,57.46870832625237,7.985951010762891,0.901199479305428,0.9025890202900205,0.7815288539508102,0.7607534190545486,1635,3224,2650.0,3947,,,
0.6,RGI60-01.16120,,1.85,-3.530759162303665,45.39865104020159,12.858042407678967,0.8409230552325948,0.84316037786627,0.650971569497513,0.6197992961972629,1802,3242,2300.0,3645,,,
0.6,RGI60-01.16121,Tweedsmuir Glacier,592.219,-5.6080933682373475,512.6683233460142,91.41579672150652,0.18312456694657056,0.18753231631119535,0.05897336680740682,0.09173599472483705,209,2751,1000.0,69741,,,
0.6,RGI60-01.16122,Fisher Glacier,440.917,-6.260362129144852,552.1156377853858,88.19228447105876,0.19453126643296095,0.19911322569713105,0.06321818148292817,0.0971440023430675,417,4567,1300.0,80951,,,
0.6,RGI60-01.16127,,1.315,-1.9638961605584642,58.13897821250157,29.603896265049396,0.635537467488571,0.6404999161140632,0.3315747413567834,0.32904213888369904,1123,1772,1400.0,2089,,,
0.6,RGI60-01.16128,,4.696,-6.217822862129145,80.90624674784806,13.01198965326324,0.8390184698182517,0.8412825198850596,0.6469976074677594,0.615615934845626,673,1966,1550.0,4478,,,
0.6,RGI60-01.16129,,3.36,-4.771487783595114,70.78628014409533,14.835263832690957,0.8164620343950832,0.8190431958253284,0.6010963760661637,0.5680645433380564,377,1927,1050.0,3994,,,
0.6,RGI60-01.16132,,1.786,-2.325479930191972,68.67450515253901,29.531325667846044,0.6364021011654779,0.6413551084372102,0.3324860332778207,0.32973571197146867,872,1564,1200.0,2421,,,
0.6,RGI60-01.16134,,1.926,-2.8146815008726005,46.37773662461223,16.477081549096877,0.7961528661690885,0.799019122535457,0.5618933447387112,0.5287729945093513,703,1651,1100.0,2530,,,
0.6,RGI60-01.16135,,2.058,-2.3396596858638743,40.252962152343244,17.20462270455398,0.7871550023983848,0.7901473566952137,0.5452441902899212,0.5125102283065165,920,1727,1250.0,2213,,,
0.6,RGI60-01.16136,,2.798,-3.7221858638743455,82.3402754786016,22.12148411978958,0.7264521928121136,0.7302821305598228,0.44517852286982335,0.4207798765556852,775,1712,1300.0,4563,,,
0.6,RGI60-01.16147,,2.53,-2.6587041884816753,73.07707402191402,27.485973933657753,0.6609445293587098,0.6656143769861089,0.35956849346371594,0.35060020576429646,1225,1981,1600.0,2581,,,
0.6,RGI60-01.16148,,1.555,-1.7157504363001745,51.98727730624187,30.300022780904353,0.6272673185822879,0.6323200654024027,0.3229978818632312,0.3225382272951485,1308,1851,1550.0,2010,,,
0.6,RGI60-01.16149,,71.669,-5.615183246073299,242.62246225071826,43.20828931458013,0.48494826621787823,0.4910554542541719,0.20622448906579552,0.23473430236356188,658,2272,1450.0,18804,,,
0.6,RGI60-01.16150,,1.388,-1.680301047120419,62.444518696054075,37.16269700781719,0.5486214283547376,0.5543826021938881,0.2523022413648614,0.26978650936274307,1363,2128,1600.0,2066,,,
0.6,RGI60-01.16153,,2.497,-2.8430410122164047,72.72626132659373,25.580447490589346,0.6840632019334566,0.6884485081094053,0.38740920179707133,0.3726520819654107,1099,1825,1500.0,2437,,,
0.6,RGI60-01.16154,,2.177,-2.1269633507853403,85.1086482770842,40.01415832842605,0.5178504659316303,0.5238084205147178,0.22901103848048504,0.252269317336136,1150,1766,1450.0,2700,,,
0.6,RGI60-01.16155,,3.857,-2.2474912739965096,62.984350335334206,28.024291379487696,0.6544547405867404,0.6592011277155398,0.3521710333497109,0.3448487983642954,1133,1921,1450.0,3129,,,
0.6,RGI60-01.16157,,4.844,-2.7012434554973823,84.98961318586461,31.463144505875498,0.6135516529932761,0.6187483796842838,0.3093079023915974,0.3122344511278769,1169,1868,1550.0,3597,,,
0.6,RGI60-01.16161,,3.652,-2.155322862129145,91.35145940955267,42.38411841431067,0.49327282245207366,0.49934787393523833,0.21180124705198486,0.23907460019038393,1246,1939,1550.0,3786,,,
0.6,RGI60-01.16164,,2.54,-2.162412739965096,56.046801264324806,25.918641815451693,0.6799451353468999,0.6843819564652277,0.38227285357766816,0.36853230249750074,1195,1903,1500.0,2577,,,
0.6,RGI60-01.16166,,29.932,-4.970004363001745,157.59458259331325,31.70914371152191,0.6106683433353919,0.615893611356982,0.3065110233852477,0.3101390728582258,699,2318,1400.0,12992,,,
0.6,RGI60-01.16168,,57.07,-6.288721640488657,277.39048108497747,44.10920007956072,0.4759830136268855,0.4821209189805804,0.20035191326037605,0.23012296406997232,613,2270,1500.0,22209,,,
0.6,RGI60-01.16169,,10.292,-4.161758289703316,98.17102567296386,23.58883405503165,0.7084189303686731,0.7124899604301902,0.41946960404995504,0.39894067159160235,863,2210,1450.0,7514,,,
0.6,RGI60-01.16177,,2.582,-2.1978621291448515,70.81808111275708,32.221348270062386,0.6046856572463162,0.6099702856470975,0.30079452382425304,0.30586539029347976,1340,2092,1650.0,3678,,,
0.6,RGI60-01.16180,,10.41,-5.508835078534031,130.35642042992427,23.663155380685986,0.7075072724094266,0.7115901085172327,0.41821566509574476,0.397893116457562,823,2406,1600.0,10553,,,
0.6,RGI60-01.16190,,1.076,-1.318717277486911,85.67265151920698,64.96665584186019,0.3080143797118276,0.313833692872427,0.10991681826306428,0.15003912535139674,1464,1873,1650.0,1965,,,
0.6,RGI60-01.16192,,3.92,-2.0418848167539267,73.31775823866708,35.90690211175747,0.5625609064269314,0.5682192807657616,0.26357213834634213,0.2781829639146964,2612,3475,2900.0,3932,,,
0.6,RGI60-01.16193,,5.003,-2.212041884816754,96.02258068249265,43.40902463989609,0.4829384705192202,0.48905321999303397,0.20489623861358724,0.2336952543659272,2088,2897,2400.0,3781,,,
0.6,RGI60-01.16194,,19.663,-5.175610820244328,101.27023093696671,19.566817222973885,0.7579584239970049,0.7613575571208309,0.4944425373656637,0.4646100472170958,1620,3067,2350.0,13847,,,
0.6,RGI60-01.16195,,5.655,-3.2967931937172774,89.50460315412325,27.14898930411917,0.6650170850955086,0.6696379471711895,0.36430133361922984,0.3543024215342225,1885,2932,2350.0,4263,,,
0.6,RGI60-01.16196,,1.406,-1.4534249563699826,35.237728130186504,24.24461474653282,0.700381577740754,0.7045574018448131,0.4085623530449169,0.3898825875725583,2345,2965,2550.0,2608,,,
0.6,RGI60-01.16197,,2.098,-2.93520942408377,62.54484265907563,21.308477053080836,0.7364668219941651,0.7401613506502481,0.4602243173958005,0.43388791557568707,1936,2883,2350.0,3394,,,
0.6,RGI60-01.16198,Kluane Glacier,324.131,-7.1324171029668415,404.49753342623933,56.71254605370488,0.36564289389740356,0.3717677608160222,0.13743069397462176,0.17676813112485149,1294,3690,2300.0,38253,,,
0.6,RGI60-01.16199,,5.54,-4.771487783595114,80.13300590882149,16.79413414497829,0.7922315288770098,0.7951528833081525,0.5545813810069145,0.5215979948647215,1677,3099,2350.0,5527,,,
0.6,RGI60-01.16201,Kaskawulsh Glacier,1053.721,-9.55715532286213,499.54337189109214,52.26904397965684,0.40133886033942734,0.40754884196166724,0.15611893912957656,0.19355114937456053,752,3597,2100.0,81627,,,
0.6,RGI60-01.16220,,1.413,-2.786321989528796,47.917084384499454,17.197253068588413,0.7872461380063971,0.7902372428844973,0.545410530486964,0.5126713807169461,1957,2739,2350.0,1852,,,
0.6,RGI60-01.16223,,1.299,-2.0915139616055844,68.87474010822662,32.930566743792525,0.596449963717624,0.6018149743537099,0.29311094987531605,0.30013680526182207,2205,2863,2500.0,2270,,,
0.6,RGI60-01.16224,,5.264,-4.799847294938918,101.52105041272492,21.150891721028565,0.7384094734603357,0.742077387022247,0.46320817866941444,0.4365164968277955,1573,2854,2250.0,6163,,,
0.6,RGI60-01.16227,,2.034,-1.467604712041885,87.78038979495194,59.81201141881229,0.3427274516118999,0.3487553878465164,0.12612678992148765,0.16610850297855126,2093,2662,2300.0,2771,,,
0.6,RGI60-01.16231,,1.012,-3.2400741710296685,41.622430414716064,12.846135062855305,0.8410703691785929,0.8433054717706704,0.6512794378264144,0.6201237894327264,2493,3304,2950.0,1334,,,
0.6,RGI60-01.16232,,1.211,-1.9284467713787086,56.07101517001815,29.075739088163257,0.6418403604603916,0.6467321436955755,0.33828218472269134,0.33415872812661435,2228,3007,2500.0,1274,,,
0.6,RGI60-01.16236,,1.17,-1.5526832460732984,47.53267474778123,30.61324637075225,0.623560720061356,0.6286530304525607,0.3192338241688589,0.3196963858961005,2031,2818,2250.0,1863,,,
0.6,RGI60-01.16239,,1.171,-4.197207678883071,52.68445525381274,12.552263143631894,0.8447060659049341,0.8468902122701315,0.6589047420761439,0.6281781717408853,1958,3294,2550.0,1981,,,
0.6,RGI60-01.16241,,1.217,-1.2903577661431065,39.00995132523969,30.23188789093808,0.6280748303055409,0.6331183666843581,0.3238242615329966,0.3231629728833432,2068,2555,2250.0,3167,,,
0.6,RGI60-01.16243,,1.841,-3.282613438045375,54.76475000527231,16.683277223736056,0.7936025878712962,0.7965045739085368,0.5571281006386651,0.5240912554851048,1987,2812,2450.0,3013,,,
0.6,RGI60-01.16246,,1.295,-2.162412739965096,63.69100570807855,29.453676687599703,0.637327743320115,0.6422700599258302,0.33346458521191746,0.3304808778405695,1945,2874,2250.0,1412,,,
0.6,RGI60-01.16248,,1.376,-2.368019197207679,42.77218282829412,18.06243077705207,0.7765485784491812,0.7796888619948761,0.5262135526354258,0.4942549238545539,2016,2713,2350.0,1797,,,
0.6,RGI60-01.16250,,4.143,-2.467277486910995,74.53470191284839,30.20929032435871,0.6283427442586614,0.6333839176447166,0.3240991374124747,0.3233710561040562,1802,2830,2150.0,5234,,,
0.6,RGI60-01.16251,,2.092,-1.5952225130890052,63.88694682973619,40.048925028035654,0.5174832045732024,0.5234429776752203,0.2287451939539991,0.2520673784835425,1875,2736,2100.0,3365,,,
0.6,RGI60-01.16254,,1.735,-2.743782722513089,59.995496800922034,21.86597951384827,0.7295979923210317,0.7333857758852731,0.4498444662667368,0.424818848459143,2013,2898,2400.0,2594,,,
0.6,RGI60-01.16257,,26.905,-4.119219022687609,121.17303083622717,29.416505936886818,0.6377710330935763,0.6427083068385322,0.333934380160456,0.330838853415981,1819,3247,2400.0,9165,,,
0.6,RGI60-01.16259,,3.914,-2.5523560209424083,73.5508891203488,28.816861173305888,0.6449381756638608,0.6497947593837432,0.341634656858376,0.33672687337085966,2290,3467,2650.0,3818,,,
0.6,RGI60-01.16260,,1.53,-1.8575479930191972,40.12211382891793,21.599503205139143,0.7328803899378785,0.7366234000715255,0.454771535381392,0.4291091845375644,2538,3460,2800.0,2444,,,
0.6,RGI60-01.16261,,1.047,-3.0770069808027922,32.31779596102756,10.502997283612217,0.8700591089501861,0.8718866036030812,0.7132063508667471,0.6863477255039698,2366,3247,2800.0,2150,,,
0.6,RGI60-01.16262,Spring Glacier,145.592,-9.266470331588133,236.51698928427604,25.523956891980962,0.6847516305395641,0.6891279930097983,0.38827553695092004,0.37334929517352106,1293,4514,2600.0,33356,,,
0.6,RGI60-01.16263,,1.192,-2.6019851657940665,50.39545872285899,19.368080719814344,0.7604131937312905,0.7637784630378238,0.4985217367167199,0.4683566207766388,2433,3211,2800.0,2195,,,
0.6,RGI60-01.16264,,21.878,-4.594240837696335,109.49080378048039,23.832186349939324,0.7054345699145742,0.7095446927270015,0.4153809329075749,0.3955309868742601,1652,3119,2300.0,11132,,,
0.6,RGI60-01.16265,,1.009,-1.5243237347294938,41.005637724078966,26.900872032512055,0.6680203092362071,0.6726046469088319,0.36783727147927064,0.3570803052230084,1885,2520,2100.0,2339,,,
0.6,RGI60-01.16274,,1.159,-1.0351221640488657,53.74174020315173,51.918258607217595,0.40430362408913906,0.41051669728192663,0.1577353629839234,0.19495886871482598,2254,2642,2400.0,2046,,,
0.6,RGI60-01.16275,,1.409,-1.4534249563699826,54.5731474063519,37.54796363387874,0.5443909669907454,0.5501829202305913,0.24897495535285863,0.26730071190260046,2095,2508,2300.0,1442,,,
0.6,RGI60-01.16280,,1.1,-1.3967059336823735,67.47715983332635,48.31164399468457,0.4360558944432392,0.442273369981083,0.17573239975180505,0.21022927717741616,2053,2493,2250.0,1818,,,
0.6,RGI60-01.16281,,3.606,-2.1482329842931938,63.57179927068801,29.592599934687367,0.6356720262815443,0.6406334492183726,0.33171649184921176,0.3291501088764367,1897,2986,2200.0,3465,,,
0.6,RGI60-01.16283,,1.039,-4.027050610820244,28.19507750348386,7.001421195881366,0.9133798768824735,0.9145981097549385,0.8084360063456678,0.790198188989761,1832,2886,2400.0,2368,,,
0.6,RGI60-01.16286,,2.834,-2.679973821989529,50.822121740917915,18.96366349697743,0.7654096429163679,0.7687053035187712,0.506933491406345,0.4761383629772672,2022,3003,2400.0,3961,,,
0.6,RGI60-01.16287,,1.104,-2.2971204188481673,43.63168736239533,18.99407928482623,0.7650338162293875,0.7683344358440048,0.5062955753473871,0.47554557499308164,2026,2730,2350.0,1515,,,
0.6,RGI60-01.16288,,2.281,-4.331915357766143,79.32283070014772,18.31126052773396,0.7734725952011056,0.7766559230106975,0.5208168301701404,0.4891449557284824,1989,3000,2600.0,3480,,,
