case,RGIId,Name,Area,bt,hf,tau,feq,feq_linear,feq_gwi,feq_etcw,Zmin,Zmax,Zela,Lmax,aar,hyps_ela,hyps_aar
0.4,RGI60-01.19657,,1.545,-2.9493891797556717,54.02664752914136,18.317910671123077,0.7733903924996821,0.7765750009773323,0.5206734138964461,0.48900957632016434,934,1618,1350.0,2248,,,
0.4,RGI60-01.19660,,2.056,-3.2613438045375216,69.45193973762258,21.29549777640548,0.7366268084304316,0.7403188024937627,0.460469131700565,0.4341031709754455,840,1677,1300.0,2628,,,
0.4,RGI60-01.19661,,10.289,-4.991273996509599,131.64060506323716,26.374149196235976,0.6744081821649208,0.6789138010687619,0.37549031926716,0.3631288219165053,596,1755,1300.0,6619,,,
0.4,RGI60-01.19664,,13.995,-4.93455497382199,154.6076321574351,31.331626251533265,0.6150957428334266,0.6202762059611733,0.31081685185723623,0.3133659572348703,554,1673,1250.0,7140,,,
0.4,RGI60-01.19665,,1.756,-2.573625654450262,61.181438250493756,23.77246984024271,0.7061667160933567,0.7102670253385838,0.4163796648035779,0.3963622378823926,937,1596,1300.0,1998,,,
0.4,RGI60-01.19668,,2.52,-2.5665357766143106,101.63805333333661,39.60126106927455,0.5222270879912314,0.5281592845762973,0.23219941828508953,0.2546859318539692,988,1543,1350.0,2515,,,
0.4,RGI60-01.19669,,2.036,-1.9709860383944153,58.80608751862257,29.835872184323836,0.6327767050072871,0.6377698856376751,0.3286838183041245,0.32684536229489286,822,1416,1100.0,2509,,,
0.4,RGI60-01.19673,,4.261,-3.2684336823734728,145.28120859503625,44.449795441324625,0.4726305427863144,0.4787792708752802,0.1981903793793494,0.22841437560904218,739,1587,1200.0,2965,,,
0.4,RGI60-01.19674,,10.536,-4.863656195462478,107.76533329077219,22.15726789885175,0.7260117385146653,0.7298480389840447,0.4445297433836708,0.4202201911132066,514,1696,1200.0,7480,,,
0.4,RGI60-01.19678,,1.182,-2.892670157068063,61.685932676193,21.324910662720114,0.7362642609011886,0.7399617492123843,0.4599144826655689,0.43361554918093353,842,1604,1250.0,2415,,,
0.4,RGI60-01.19681,,6.248,-4.133398778359512,108.99051846360219,26.36825632073637,0.6744797400555392,0.6789845946787895,0.37557711628807894,0.3631977416414531,717,1750,1300.0,4687,,,
0.4,RGI60-01.19682,Chigmuit South Glacier,71.049,-7.62870855148342,207.0819323098435,27.145083720569705,0.6650643283909347,0.6696839576331901,0.3643564718589526,0.35434550396083836,174,1795,1250.0,16114,,,
0.4,RGI60-01.19683,,2.947,-5.3528577661431065,71.54569655171123,13.365887844851525,0.8346401710451307,0.8369657652276025,0.6379158501783329,0.6060922586280421,445,1500,1200.0,3299,,,
0.4,RGI60-01.19686,,3.9,-3.7930846422338567,75.641003756697,19.94181804288708,0.7533275930983909,0.7567903328338023,0.4868431810812667,0.4576778975238327,815,1545,1350.0,3036,,,
0.4,RGI60-01.19688,,1.634,-2.5239965095986037,56.975684847506855,22.5735989058748,0.7208895120196692,0.72479477274392,0.43706145922456946,0.4138092051202718,944,1634,1300.0,2729,,,
0.4,RGI60-01.19695,,3.354,-3.743455497382199,89.33107609595584,23.863266481577014,0.7050535659430767,0.7091683909645761,0.4148621729155507,0.3950995442741343,572,1336,1100.0,3424,,,
0.4,RGI60-01.19696,,1.757,-2.268760907504363,52.58411461067913,23.177459747630106,0.7134682915669205,0.7174725093425547,0.4264930837295723,0.40483802583824313,980,1633,1300.0,2201,,,
0.4,RGI60-01.19699,,4.074,-3.9277923211169283,106.79157981823256,27.18870324280911,0.6645367469099234,0.6691633804722913,0.3637394092492063,0.35386191015590446,596,1398,1150.0,3578,,,
0.4,RGI60-01.19703,,3.835,-6.097294938917975,94.54829117214778,15.50659630529966,0.8081572423868139,0.8108552058209648,0.5848028632342246,0.5515719343110979,390,1646,1250.0,4093,,,
0.4,RGI60-01.19707,,1.376,-2.5098167539267013,66.80666712908686,26.618145338525355,0.6714470607437363,0.6759892225522371,0.3719201197768694,0.3603008640073971,1096,1675,1450.0,1837,,,
0.4,RGI60-01.19708,,1.255,-1.9284467713787086,65.47792229114059,33.95370993015706,0.58467303912067,0.5901463063642629,0.2824797727314543,0.29223033660045517,978,1550,1250.0,1898,,,
0.4,RGI60-01.19709,,2.588,-1.9851657940663177,108.9834700533962,54.89892601371079,0.3797997448500234,0.38596716372554596,0.14467680837266908,0.18339133029038318,1070,1688,1350.0,2961,,,
0.4,RGI60-01.19710,,2.544,-3.913612565445026,72.06573963031906,18.414122099519652,0.7722011498912434,0.7754024421281233,0.5186023432871981,0.48705684794602666,448,1264,1000.0,3030,,,
0.4,RGI60-01.19711,,2.76,-3.5449389179755673,80.94159465955737,22.833001225809905,0.7177002935847024,0.7216479210789668,0.43248348299908795,0.4099085989061517,450,1360,950.0,3289,,,
0.4,RGI60-01.19712,,3.918,-3.5520287958115184,76.93941627229694,21.660696096558215,0.7321264982485333,0.7358797300061334,0.4536345484886506,0.42811679710407596,899,1752,1400.0,2459,,,
0.4,RGI60-01.19713,,6.528,-4.962914485165794,94.10561886938645,18.961765138341427,0.7654330998610093,0.7687280744637248,0.5069732012879063,0.47617525056427745,400,1524,1100.0,5170,,,
0.4,RGI60-01.19716,,1.844,-2.9848385689354275,60.727247178867664,20.345236694166225,0.748347701591621,0.7518791161694061,0.4788105796335741,0.4504181926474305,829,1607,1250.0,2664,,,
0.4,RGI60-01.19717,,1.277,-2.6161649214659684,53.356241209363674,20.394830911296484,0.747735646417875,0.7512757121882662,0.4778333355668696,0.449539754222159,881,1559,1250.0,1878,,,
0.4,RGI60-01.19723,,1.955,-3.3464223385689356,62.419534598294746,18.652617118551703,0.7692534417293795,0.772495727270257,0.5135044995577239,0.4822692820940141,828,1809,1300.0,3369,,,
0.4,RGI60-01.19724,,13.86,-5.430846422338569,132.4184835045551,24.382660308691726,0.6986917086797435,0.702889096494883,0.40631081117868806,0.38802766855759196,234,1586,1000.0,7726,,,
0.4,RGI60-01.19725,Tuxedni Glacier,92.965,-6.146924083769633,344.48161274329203,56.041299363508145,0.37081711745510526,0.37695938760777864,0.14005501737408566,0.1791849857915454,33,2976,900.0,26590,,,
0.4,RGI60-01.19728,,3.861,-3.949061954624782,107.50672004150327,27.223356148059715,0.6641177044273396,0.668749053482628,0.3632499183546817,0.35347831242586875,693,1529,1250.0,3415,,,
0.4,RGI60-01.19729,,1.709,-2.6161649214659684,87.15504600085066,33.314048852857994,0.592021092274282,0.5974263582007024,0.2890645066386883,0.2971249371783681,981,1691,1350.0,2699,,,
0.4,RGI60-01.19732,,1.876,-2.6587041884816753,66.60684299964748,25.05237073315972,0.6905046476226666,0.6948080100367113,0.3956041761415936,0.3792760529999497,925,1619,1300.0,2403,,,
0.4,RGI60-01.19734,,3.409,-3.176265270506108,114.02520083606049,35.89914290058388,0.5626477314767959,0.5683047137264212,0.2636436744555208,0.27823593609305974,802,1647,1250.0,3676,,,
0.4,RGI60-01.19745,Tongue Glacier,13.278,-6.196553228621291,173.87560289123851,28.06005152802103,0.6540243505394101,0.6587756573126297,0.35168659084805626,0.3444735813504138,276,1603,1150.0,9014,,,
0.4,RGI60-01.19757,Lateral Glacier,25.189,-7.727966841186737,192.81888137262078,24.950790464702713,0.6917452013998464,0.6960326633250966,0.397205368370431,0.3805777706208588,110,2882,1200.0,13950,,,
0.4,RGI60-01.19759,,1.069,-3.1975349040139616,49.28542567610742,15.413569251187203,0.8093080147106669,0.8119895894206576,0.5870393897373981,0.5538225777689224,749,1550,1200.0,1793,,,
0.4,RGI60-01.19760,,3.009,-2.119873472949389,127.35954027320116,60.07884050551625,0.34082830598127367,0.346847419012189,0.1252125333352012,0.16522797420299598,651,1478,950.0,3812,,,
0.4,RGI60-01.19763,,1.009,-1.9355366492146597,60.20512850292696,31.105134861360064,0.6177590204941579,0.6229123462527536,0.31343865565204315,0.31533451744621616,727,1353,1000.0,2047,,,
0.4,RGI60-01.19765,,1.019,-2.828861256544503,57.78743668033126,20.427808732804202,0.7473286773566618,0.7508742748911361,0.47718467104468787,0.4489572245221714,901,1529,1300.0,1475,,,
0.4,RGI60-01.19766,,1.02,-2.1765924956369984,54.024892496834894,24.820857650262205,0.6933326778069078,0.6975998795437146,0.3992653172205565,0.3822561180334561,943,1483,1250.0,1917,,,
0.4,RGI60-01.19770,,2.122,-4.806937172774869,60.8914278175391,12.66740663106872,0.8432815435115442,0.8454856058444612,0.6559113028806894,0.6250123292950456,572,1727,1250.0,2424,,,
0.4,RGI60-01.19773,Red Glacier,49.721,-4.381544502617801,217.6559027716566,49.67561156610774,0.42377456215968395,0.42999753289852843,0.16861803449869314,0.20427701547934715,82,2865,700.0,17958,,,
0.4,RGI60-01.19778,Umbrella Glacier,16.052,-9.046684118673648,134.30867999533947,14.846177697097568,0.8163270198412199,0.8189100288799622,0.600828676996622,0.5677918072809679,124,3038,1400.0,11910,,,
0.4,RGI60-01.19779,,2.225,-2.9210296684118675,91.64169136596665,31.37307791049971,0.6146088868558558,0.6197949883052858,0.31034034273438615,0.3130086768029329,888,1851,1300.0,2866,,,
0.4,RGI60-01.19780,,1.369,-3.4102312390924956,77.13463515401499,22.6185937979213,0.7203361927871831,0.7242484236450769,0.4362631317325505,0.4131273402477761,869,1844,1350.0,2910,,,
0.4,RGI60-01.19783,,8.873,-8.543302792321116,126.5401259017829,14.811616651995477,0.8167545721201879,0.8193316018380827,0.6016766542494882,0.5686559409955583,245,2365,1450.0,7885,,,
0.4,RGI60-01.19788,,12.707,-8.096640488656195,93.75479492455796,11.579468676658324,0.8567412381971947,0.858756011391107,0.6844620061144412,0.6553974132429407,358,3008,1500.0,8861,,,
0.4,RGI60-01.19790,Chigmit North Glacier,37.521,-6.558136998254799,190.71438502573233,29.080573503798988,0.6417825620270663,0.6466752696688466,0.338220057613602,0.3341112711204185,325,1809,1250.0,11953,,,
0.4,RGI60-01.19791,,3.094,-3.530759162303665,90.96547079962332,25.76371443592668,0.6818309008174529,0.6862447558722193,0.3846152434969783,0.37040821297469456,702,1477,1200.0,3426,,,
0.4,RGI60-01.19793,,1.876,-2.864310645724258,56.000422245305735,19.55109943430933,0.758152553824288,0.7615488351323821,0.49476378590614173,0.4649044375601841,1096,1735,1500.0,2096,,,
0.4,RGI60-01.19799,,2.384,-3.2613438045375216,82.73975739054937,25.369835978480157,0.6866306358360619,0.6909832451928297,0.39065175849230366,0.3752654061248787,890,1815,1350.0,3022,,,
0.4,RGI60-01.19801,TlikakilaGlacierFork,104.778,-7.6783376963350785,305.28366113838223,39.75908239671409,0.5205509701232006,0.5264927922188277,0.23097364126064243,0.2537576051755469,367,2378,1450.0,25434,,,
0.4,RGI60-01.19803,,2.862,-3.2046247818499127,89.98587828723589,28.080004497528204,0.6537842474515781,0.6585390709217803,0.35141687312962067,0.3442649406465401,898,1593,1350.0,2504,,,
0.4,RGI60-01.19805,,1.205,-2.3538394415357766,81.56832908697638,34.65331052221499,0.5766950720521709,0.582237073165082,0.27550472874151855,0.28704904845137047,1068,1632,1400.0,1995,,,
0.4,RGI60-01.19806,,47.518,-9.223931064572426,196.70063484093754,21.32503305412068,0.7362627523204971,0.7399597505006585,0.45991200933006937,0.43361330943882653,199,2091,1500.0,17161,,,
0.4,RGI60-01.19807,,2.298,-2.0844240837696333,77.48600303654251,37.17381872522354,0.5484989966662231,0.554262110755613,0.25220560165266326,0.26971470696701416,856,1429,1150.0,1960,,,
0.4,RGI60-01.19809,,1.705,-1.637761780104712,78.55440251449899,47.96448633053125,0.4392349160483839,0.44544948369350446,0.17760713564041558,0.21178095154211354,769,1500,1000.0,2809,,,
0.4,RGI60-01.19813,,1.452,-1.7724694589877836,72.9083777035689,41.13378503300429,0.5061226716892354,0.5121405866452211,0.22065530281887555,0.24589694862400452,900,1358,1150.0,1924,,,
0.4,RGI60-01.19814,Blockade Glacier,173.212,-9.989637870855148,434.27261196451,43.47230776317768,0.48230631720673195,0.488422771983242,0.20447974371100397,0.23336876842632598,41,2312,1450.0,42095,,,
0.4,RGI60-01.19815,,6.632,-3.963241710296684,113.27983506406747,28.582620830256516,0.6477457652514563,0.6525699116047159,0.3447054109822047,0.3390857961272295,641,1592,1200.0,4455,,,
0.4,RGI60-01.19818,,1.075,-1.219458987783595,66.07880394997822,54.18698341801434,0.38551156237046746,0.3916927349989998,0.14766061097340344,0.18607461370838743,1428,1977,1600.0,2318,,,
0.4,RGI60-01.19820,,1.623,-2.5169066317626525,77.36384328460241,30.73766913253456,0.6220909416963132,0.6271985599991419,0.3177545979499503,0.31858144041420233,695,1190,1050.0,1858,,,
0.4,RGI60-01.19823,,14.446,-7.564899650959861,126.34389841836399,16.701331709315276,0.7933792908474401,0.7962845682055282,0.55671266303724,0.5236841193445618,133,1827,1200.0,7844,,,
0.4,RGI60-01.19825,Double Glacier,132.446,-9.025414485165793,383.69546578587216,42.5127805948985,0.49196558811972463,0.4980464274799888,0.2109175300600206,0.23838935839445125,77,1975,1350.0,27224,,,
0.4,RGI60-01.19826,,2.012,-1.9142670157068062,55.151839471646014,28.8109438333932,0.6450090473278183,0.649865041242168,0.3417118503677117,0.3367861567420376,1080,1721,1350.0,2064,,,
0.4,RGI60-01.19827,,2.067,-3.013198080279232,82.6262143594776,27.421434687699207,0.6617239265692617,0.6663841234868932,0.3604686936652799,0.3513029177933652,825,1688,1250.0,2711,,,
0.4,RGI60-01.19831,,1.895,-2.43891797556719,65.21081837408259,26.737602095419913,0.6699986136993259,0.6745585911991072,0.3701880009413504,0.3589328220832957,1056,1639,1400.0,2296,,,
0.4,RGI60-01.19832,,2.918,-4.636780104712042,90.96996006113307,19.619209452845634,0.7573113479841508,0.7607195182554563,0.4933731778878782,0.46363084101404634,646,1517,1300.0,3310,,,
0.4,RGI60-01.19835,,4.377,-5.218150087260035,80.0205166530014,15.335035465608627,0.8102795091431515,0.8129474506815817,0.5889329420887343,0.5557314246412796,364,1542,1100.0,3520,,,
0.4,RGI60-01.19836,Johnson Glacier,8.643,-6.395069808027923,131.43191498312353,20.552068848120015,0.7457953601826168,0.7493620841605197,0.47474941948700444,0.44677435296137424,198,1590,1100.0,6918,,,
0.4,RGI60-01.19837,,1.376,-1.2407286212914486,46.96682250134051,37.85422669822328,0.5410438548831713,0.5468581963148079,0.246371563073062,0.2653522518990559,875,1358,1050.0,1544,,,
0.4,RGI60-01.19838,,2.844,-3.1833551483420592,72.05379605922992,22.63454522086757,0.7201400449915052,0.7240553433424692,0.4359807098427543,0.41288637605934436,751,1481,1200.0,2516,,,
0.4,RGI60-01.19839,,1.507,-3.4740401396160556,69.46138594641681,19.994410874623213,0.7526782599159925,0.7561501637156782,0.48578769227936897,0.45672001576593857,760,1531,1250.0,3183,,,
0.4,RGI60-01.19841,,1.578,-1.6873909249563699,60.924652000645985,36.105831256749994,0.5603377773845652,0.5660136317020747,0.26174260598587973,0.2768220784537262,962,1511,1200.0,2621,,,
0.4,RGI60-01.19842,,1.394,-1.8859075043630018,87.090887818867,46.17982993194752,0.4559176553630869,0.46210779231538457,0.18768034935653477,0.22000834323166105,1084,1621,1350.0,2078,,,
0.4,RGI60-01.19844,,5.897,-5.402486910994765,76.5645998407093,14.1721027930471,0.8246660972644329,0.8271319747499927,0.6175269464041161,0.584911659545001,688,3019,1450.0,6842,,,
0.4,RGI60-01.19845,,5.503,-6.891361256544503,106.93815760257182,15.51771175847386,0.8080197416558446,0.8107193148365364,0.584535943361831,0.5513036232865137,428,2784,1400.0,7090,,,
0.4,RGI60-01.19847,,2.306,-2.7083333333333335,87.99577893584065,32.49074914554116,0.6015505582801204,0.6068657639623646,0.29784458954682413,0.3036640512200055,668,1383,1050.0,3124,,,
0.4,RGI60-01.19852,,1.393,-1.7228403141361257,65.02260233106026,37.7415142875062,0.5422740311935472,0.5480812721495634,0.24732565788924132,0.26606701209639116,607,1230,850.0,2692,,,
0.4,RGI60-01.19858,,2.32,-1.9709860383944153,97.70455600429436,49.57140948795632,0.42470106562508453,0.43092414520397093,0.1691478388232931,0.20472396104866813,822,1290,1100.0,2461,,,
0.4,RGI60-01.19859,,1.576,-2.1836823734729496,72.48363130408951,33.19330328650812,0.5934137147758797,0.598806786424113,0.29033062074760346,0.2980671082705839,1092,1686,1400.0,2212,,,
0.4,RGI60-01.19867,,1.67,-3.488219895287958,72.0326357087823,20.650256540904195,0.7445839247650696,0.7481671344655259,0.472834915835186,0.4450627428714361,608,1490,1100.0,2916,,,
0.4,RGI60-01.19870,,5.771,-6.196553228621291,89.21484915930544,14.397495812225177,0.821877697690717,0.8243826372361328,0.6119065447210421,0.579125453544319,326,1540,1200.0,5268,,,
0.4,RGI60-01.19871,,2.29,-3.481130017452007,79.7516864216889,22.9097120825331,0.7167575292560187,0.7207178754712691,0.4311407419319107,0.4087687717553663,809,1515,1300.0,2750,,,
0.4,RGI60-01.19882,,1.929,-2.0844240837696333,71.19713079665762,34.156739672619416,0.5823513480153547,0.5878444022021042,0.2804313641927778,0.29070829656980346,756,1478,1050.0,2289,,,
0.4,RGI60-01.19886,,2.666,-2.7650523560209423,59.18885162888877,21.406050955962613,0.7352641977943674,0.738974867298578,0.4583877303230181,0.4322747533613372,960,1680,1350.0,2388,,,
0.4,RGI60-01.19887,,1.548,-1.9709860383944153,63.7756129936042,32.35721194938369,0.6031035564024305,0.6084043118392533,0.29930215240667163,0.30475160768646914,972,1565,1250.0,2169,,,
0.4,RGI60-01.19893,,1.042,-2.226221640488656,62.097207786634236,27.89354242958661,0.6560291459713764,0.6607578027530844,0.35394973616788805,0.3462280622681842,1086,1710,1400.0,2013,,,
0.4,RGI60-01.19897,,1.928,-4.346095113438046,84.82792134700371,19.518192568937884,0.7585589934861352,0.7619498270715451,0.49543726192646087,0.4655220163318969,737,1932,1350.0,2873,,,
0.4,RGI60-01.19902,,1.527,-1.2265488656195462,87.06150262860098,70.98086759439873,0.27243414776783975,0.2779578876281117,0.09431941897359618,0.13357239532964135,1077,1441,1250.0,1715,,,
0.4,RGI60-01.19910,,1.172,-2.793411867364747,42.93116677756736,15.368720695694556,0.809862808448843,0.8125368604517786,0.5881202578421375,0.5549117994847127,1256,1922,1650.0,1660,,,
0.4,RGI60-01.19912,,1.299,-1.7015706806282722,68.48752224449973,40.249589995998306,0.5153673021322208,0.5213375241898295,0.22721890964604702,0.25090701900320167,1360,1817,1600.0,1851,,,
0.4,RGI60-01.19916,,2.107,-5.225239965095986,48.36237758265512,9.255532359415136,0.8854924836522307,0.887102923121114,0.7469370499187955,0.7229819017761104,963,2227,1700.0,2460,,,
0.4,RGI60-01.19921,,16.053,-6.94099040139616,129.55265763638408,18.66486627186877,0.7691020574407783,0.7723464805043514,0.513244080204168,0.4820254419605572,521,2327,1500.0,10030,,,
0.4,RGI60-01.19932,,2.024,-1.5526832460732984,60.061701462618295,38.68252047834805,0.5320631720449048,0.5379367200406857,0.23951177258286496,0.26020373381533207,1281,1863,1500.0,2124,,,
0.4,RGI60-01.19937,,5.714,-3.6512870855148343,89.22693379108307,24.437118117898418,0.6980252764017757,0.702231783510743,0.40542699692138406,0.38730104931761994,1085,2141,1600.0,5024,,,
0.4,RGI60-01.19942,,3.356,-3.1833551483420592,74.54682377171322,23.41768992081778,0.710518957991162,0.7145619091677924,0.42237431425185445,0.401373379916471,1251,2097,1700.0,3384,,,
0.4,RGI60-01.19944,,1.796,-1.6164921465968587,74.59187399799784,46.144284805239145,0.4562556981277183,0.4624454193548588,0.1878887271586677,0.2201767781629686,1322,1864,1550.0,2377,,,
0.4,RGI60-01.19950,,1.196,-1.2761780104712042,63.78140613486901,49.978455679015305,0.4210928689519097,0.42731616369311687,0.1670910193260747,0.2029857523180594,1270,1831,1450.0,1869,,,
0.4,RGI60-01.19952,,7.816,-4.183027923211169,112.41894587792721,26.875016839865367,0.6683334823251768,0.6729134924392302,0.3682081232247388,0.3573721364010803,960,2052,1550.0,6792,,,
0.4,RGI60-01.19956,,1.242,-3.388961605584642,80.03094312119613,23.615181414069074,0.7080957207810564,0.7121706903877552,0.4190244799403817,0.3985685808897803,1122,1874,1600.0,2292,,,
0.4,RGI60-01.19962,,1.754,-2.9493891797556717,54.38004487421898,18.437731191081348,0.7719093334998951,0.7751147082606958,0.5180954057037586,0.4865795550072017,1284,1989,1700.0,2115,,,
0.4,RGI60-01.19963,,2.127,-2.9777486910994764,64.16084925366808,21.546764320792267,0.7335301896306793,0.7372645712636217,0.45575415781572454,0.4299679892469314,1030,1950,1450.0,3085,,,
0.4,RGI60-01.19969,,1.609,-2.424738219895288,74.82130548707377,30.85747767456106,0.6206770949026735,0.625799750853506,0.316338868521281,0.31751544259075326,1358,2024,1700.0,2017,,,
0.4,RGI60-01.19986,,1.571,-4.693499127399651,58.67586066734707,12.501517327405018,0.8453338790755781,0.8475091270130816,0.6602262219876301,0.6295773616683181,1288,2175,1950.0,2412,,,
0.4,RGI60-01.19995,,2.608,-5.196880453752182,76.42675506320649,14.70627537872761,0.8180577472845548,0.8206164675885759,0.6042667937523838,0.5712989882418964,767,1755,1500.0,3518,,,
0.4,RGI60-01.20022,,1.108,-2.7650523560209423,44.29787225252267,16.02062693535021,0.8017987519252888,0.8045857810560882,0.5725708610231218,0.5393400940906784,910,1484,1300.0,1285,,,
0.4,RGI60-01.20025,,2.366,-2.219131762652705,124.0692567900717,55.90891846897898,0.37184660075908993,0.37799118443443797,0.14058023989765348,0.17966586408594654,887,1454,1200.0,2397,,,
0.4,RGI60-01.20090,,3.013,-4.2113874345549736,85.03453931908913,20.191573594338493,0.7502443083838712,0.7537497336040896,0.48185288385759867,0.4531595859633691,1056,1934,1650.0,3854,,,
0.4,RGI60-01.20093,,1.053,-3.2684336823734728,32.85938504335495,10.0535572193385,0.8756194868987472,0.8773688243242664,0.7253173379254273,0.6994697589760515,1139,1902,1600.0,1841,,,
0.4,RGI60-01.20097,,1.002,-2.6728839441535777,39.391813692062364,14.73756979917681,0.8176706036633501,0.8202348420362129,0.603496487355012,0.5705123867282251,1173,2000,1550.0,1687,,,
0.4,RGI60-01.20149,,1.719,-4.835296684118673,72.53718068623743,15.001598748735052,0.8144043289878271,0.8170143559931619,0.597026634500314,0.5639244650578153,818,1916,1500.0,2755,,,
0.4,RGI60-01.20159,,1.59,-2.1695026178010473,64.9276718705185,29.92744573699917,0.6316881942663173,0.6366926307672479,0.32755151472368055,0.32598604087418936,894,1611,1200.0,2215,,,
0.4,RGI60-01.20160,,4.729,-6.395069808027923,113.48689100271825,17.745997214956866,0.7804607518475997,0.7835469191776879,0.5331573121050134,0.500873595501358,448,1751,1350.0,4504,,,
0.4,RGI60-01.20161,,2.178,-2.545266143106457,121.27777218101825,47.64836577482646,0.4421484871612669,0.4483603929692371,0.17933776679471874,0.2132076129513451,841,1538,1200.0,2538,,,
0.4,RGI60-01.20164,,1.195,-1.8362783595113439,55.49198725413511,30.21981224507934,0.6282179917835671,0.6332602196296863,0.3239711003543327,0.32327411140981893,1291,1728,1550.0,1092,,,
0.4,RGI60-01.20165,,2.897,-2.757962478184991,63.8863895965907,23.16434327947572,0.7136293755153565,0.7176309892597482,0.426719213927778,0.40502867497398143,911,1546,1300.0,2593,,,
0.4,RGI60-01.20170,,1.072,-4.005780977312391,38.009551720907666,9.488674477257495,0.8826080980394746,0.8842591065815361,0.740607950839,0.7160889511096751,935,1930,1500.0,2878,,,
0.4,RGI60-01.20174,,1.504,-3.1833551483420592,51.639639712666515,16.221765183680883,0.7993108203847992,0.8021328664625047,0.5678441408797714,0.5346493200434738,551,1308,1000.0,2001,,,
0.4,RGI60-01.20176,,3.335,-2.8714005235602094,86.52069836428332,30.13188082065525,0.6292608592686061,0.6342918611988677,0.32504252689457686,0.32408493461725596,845,1835,1250.0,3699,,,
0.4,RGI60-01.20177,,1.437,-1.956806282722513,62.04460805380969,31.70707729305057,0.6106925368603102,0.6159185116240267,0.30653461688781963,0.3101570146982637,1174,1910,1450.0,1793,,,
0.4,RGI60-01.20179,,3.37,-5.445026178010471,48.009272663168886,8.817087575639672,0.8909168310481007,0.8924509929769323,0.7588624627001445,0.7359874173190069,782,2152,1550.0,4304,,,
0.4,RGI60-01.20180,,14.414,-5.047993019197207,139.14256181436735,27.563937050866897,0.6600033934400084,0.664684277501058,0.3584847630424407,0.34975493298312094,588,2159,1300.0,9092,,,
0.4,RGI60-01.20181,,5.849,-4.0837696335078535,92.4846479262559,22.646881735788305,0.7199883528244245,0.7239053275420159,0.4357622292399903,0.4126999158866241,874,1838,1450.0,3740,,,
0.4,RGI60-01.20182,,4.026,-5.5655541012216405,69.1961179578457,12.432925221705622,0.8461824819499836,0.8483458523583725,0.6620146964797751,0.6314725207329729,615,1837,1400.0,5515,,,
0.4,RGI60-01.20183,,1.073,-3.2046247818499127,48.103155676740535,15.010542247935916,0.8142936909166232,0.8169052402686804,0.5968084008992033,0.5637028420167534,898,1694,1350.0,2275,,,
0.4,RGI60-01.20185,,2.773,-2.3467495636998255,89.65111914224188,38.202252395820295,0.5372575829256682,0.543098328898091,0.24345775866875058,0.2631685089529626,1019,1759,1350.0,2605,,,
0.4,RGI60-01.20186,,14.558,-5.012543630017452,142.7387860123172,28.476317923205833,0.6490213111571288,0.6538311339628773,0.3461109645840093,0.3401678344410646,293,1980,1000.0,8392,,,
0.4,RGI60-01.20187,,2.863,-3.644197207678883,60.08672864398777,16.488330685665364,0.796013731381482,0.7988819279438111,0.5616324301116387,0.5285160959016023,536,1667,1050.0,3172,,,
0.4,RGI60-01.20188,,40.401,-6.444698952879581,233.05550891554142,36.162357717486394,0.55970708080321,0.5653876679880074,0.2612257979937318,0.2764374815166763,291,2286,1200.0,14456,,,
0.4,RGI60-01.20189,Serpent Tongue Glacier,27.173,-4.2964659685863875,148.64948442635773,34.59808259001898,0.5773225829439698,0.5828597682130199,0.2760470437089525,0.2874519960206529,494,2089,1100.0,9040,,,
0.4,RGI60-01.20190,,1.115,-2.3042102966841185,45.70969335658383,19.837465973640736,0.7546160639090367,0.7580609235839102,0.4889449642987851,0.4595889217369294,975,1622,1300.0,1717,,,
0.4,RGI60-01.20191,,5.362,-2.6161649214659684,113.96871338852529,43.56327556164269,0.4813988316661959,0.48751908341039996,0.20388334402765151,0.23290137663329774,531,1290,900.0,5147,,,
0.4,RGI60-01.20192,,3.151,-2.0206151832460733,73.93444130591493,36.59006520338073,0.5549496129461313,0.5606658003180345,0.25735950867860197,0.2735585655307152,515,1173,800.0,3446,,,
0.4,RGI60-01.20196,,15.89,-5.728621291448516,162.03971411232976,28.285988175587192,0.6513072547651022,0.6560906205384963,0.3486460180694332,0.34212276676914,442,1825,1250.0,9646,,,
0.4,RGI60-01.20197,,1.055,-3.920702443280977,42.98217330072235,10.962875638364794,0.864369591820093,0.8662770946974555,0.7008759960044868,0.6730339952107005,1697,2344,2250.0,1572,,,
0.4,RGI60-01.20198,,2.275,-4.183027923211169,49.46197400006261,11.824442702283548,0.8537104758784041,0.8557678674263273,0.6779838795735871,0.6484679693210252,910,2325,1500.0,3629,,,
0.4,RGI60-01.20199,,1.867,-1.744109947643979,62.8140253024779,36.014945839469505,0.5613527778869367,0.5670207253342648,0.2625763638079174,0.27744235430227615,1054,1910,1300.0,2756,,,
0.4,RGI60-01.20200,,1.825,-4.303555846422339,51.29449436550358,11.919095788694381,0.8525394502347741,0.8546133944349388,0.6754881039289121,0.6458034649310466,993,2212,1600.0,3020,,,
0.4,RGI60-01.20204,,1.861,-1.3541666666666667,79.96163926788518,59.04859515166905,0.3482247452027166,0.3542787186637018,0.12879249642367685,0.1686601271117535,1059,1483,1250.0,1852,,,
0.4,RGI60-01.20225,,1.365,-1.9355366492146597,66.42064022969586,34.31639501977186,0.580529315487774,0.5860386622746729,0.2788347145472772,0.28952241004969126,727,1286,1000.0,1716,,,
